Product name,L1 cat,L2 cat,L3 cat,Archetype,Match reliability,Source URL,Comments
Κρητών Άρτος Παξιμάδι Ολικής Άλεσης Με 4 Δημητριακά & Χαρούπι 350 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk","Rusk, multigrain",C,https://kritis.gr/product/kriton-artos-paximadi-olikis-alesis-me-4-dimitriaka-charoupi-350-gr/,carob rusk; flavour/additive not captured by base rusk archetype
Ο Ξυλόφουρνος Της Γιαγιάς Παξιμάδι Επτάζυμο 500 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/o-xylofournos-tis-giagias-paximadi-eptazymo-500-gr/,eftazymo (chickpea-leavened wheat) rusk; leavening not captured
Ο Ξυλόφουρνος Της Γιαγιάς Παξιμάδι Κριθαροκουλούρα Ολικής Άλεσης 500 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk","Rusk, wholemeal or rich in fibre",B,https://kritis.gr/product/o-xylofournos-tis-giagias-paximadi-kritharokouloura-olikis-alesis-500-gr/,barley rusk; no barley archetype (mapped to generic Rusk)
Ο Ξυλόφουρνος Της Γιαγιάς Παξιμάδι Μιγάδι Ολικής Άλεσης 500 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk","Rusk, multigrain",A,https://kritis.gr/product/o-xylofournos-tis-giagias-paximadi-migadi-olikis-alesis-500-gr/,
Σαμαριά Παξιμάδι Μίνι Λαδιού 350 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/samaria-paximadi-mini-ladiou-350-gr/,olive-oil rusk; flavour/additive not captured by base rusk archetype
Σφακιανή Παράδοση Μπουκιές Κρίθινες 500 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/kontorinis-boukies-krithines-500-gr/,barley rusk; no barley archetype (mapped to generic Rusk)
Σφακιανή Παράδοση Παξιμάδι 500 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/sfakiani-paradosi-paximadi-500-gr/,"traditional Cretan/Sfakian rusk, grain unstated; assumed barley"
Χανιώτικα Παξιμαδάκια Σίκαλης 300 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadakia-sikalis-chaniot-300gr/,rye rusk; no rye archetype
Χαλκιαδάκης Παξιμάδι Κρητικοφουρνιές 400 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-krit-rnia-400g-chalkiada/,"traditional Cretan/Sfakian rusk, grain unstated; assumed barley"
Χαλκιαδάκης Παξιμαδάκι Τύπου Κυθήρων 400 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-kythir-chalkiadakis-400gr/,"traditional Cretan/Sfakian rusk, grain unstated; assumed barley"
Χαλκιαδάκης Παξιμαδάκι Κριθαρένιο 400 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-mini-krith-xl-400g-chalki/,barley rusk; no barley archetype (mapped to generic Rusk)
Χαλκιαδάκης Παξιμάδι Κριθαρένιο 600 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-krith-pge-xl-600g-chalki/,barley rusk; no barley archetype (mapped to generic Rusk)
Χαλκιαδάκης Παξιμάδι Κριθαροκουλούρα 600 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-krith-ra-pge-xl-600g-chal/,barley rusk; no barley archetype (mapped to generic Rusk)
Χαλκιαδάκης Παξιμάδι Κριθαροκουλουρίτσα 600 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-krith-tsa-xl-600g-chalkia/,barley rusk; no barley archetype (mapped to generic Rusk)
Αρτοποιία Τσατσάκης Παξιμάδι Κριθαροκουλουρίτσα  Vegan 600 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-krith-tsa-600gr-tsatsaki/,barley rusk; no barley archetype (mapped to generic Rusk)
Οικονομάκης Παξιμάδι Σφακιανό Σταρένιο 800 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,A,https://kritis.gr/product/paximadi-staren-800gr-oikonomaki/,
Οικονομάκης Παξιμάδι Σφακιανό Επτάζυμο 400 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/oikonomaki-paximadi-sfakiano-eptazymo-400-gr/,eftazymo (chickpea-leavened wheat) rusk; leavening not captured
Λευκά Όρη Ντακάκι Κρίθινο 370 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paxim-ki-k-x-alefka-ori380-400/,barley rusk; no barley archetype (mapped to generic Rusk)
Λευκά Όρη Παξιμάδι Σφακιανό 370 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-sfaklefka-ori370-400/,"traditional Cretan/Sfakian rusk, grain unstated; assumed barley"
Λευκά Όρη Παξιμάδι Λαδορίγανη 280 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/paximadi-ladorigan-lefka-ori280g/,oregano rusk; flavour/additive not captured by base rusk archetype
Λευκά Όρη Παξιμάδι Πολύσπορο 350 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk","Rusk, multigrain",A,https://kritis.gr/product/paximadi-polyslefka-ori350gr/,
Λευκά Όρη Παξιμάδι Λαδιού 370 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/paximadi-ladioulefka-ori380-400/,olive-oil rusk; flavour/additive not captured by base rusk archetype
Λευκά Όρη Παξιμάδι Σκόρδο & Πάπρικα 280 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/paximadi-skordo-paprika-280grlefka-ori/,"garlic, paprika rusk; flavour/additive not captured by base rusk archetype"
Λευκά Όρη Παξιμάδι Ντομάτα & Ρίγανη 350 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/paximadi-ntomata-rigani/,"tomato, oregano rusk; flavour/additive not captured by base rusk archetype"
Λευκά Όρη Παξιμάδι Χαρουπιού 370 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/paximadi-charouplefka-ori380-400/,carob rusk; flavour/additive not captured by base rusk archetype
Βαρδάκης Παξιμάδι Κριθαράτσι Κρίθινος Ντάκος 450 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/vardakis-paximadi-kritharatsi-450-gr/,barley rusk; no barley archetype (mapped to generic Rusk)
Βαρδάκης Παξιμάδι Κριθάρι Σκέτο 800 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-vardaki-krithar-sket800g/,barley rusk; no barley archetype (mapped to generic Rusk)
Βαρδάκης Παξιμάδι Κριθαροκουλούρα 700 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/vardakis-paximadi-kritharokouloura-700-gr/,barley rusk; no barley archetype (mapped to generic Rusk)
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Μιγάδι 700 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk","Rusk, multigrain",A,https://kritis.gr/product/paximadi-migadi-700gr-tsikn/,
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Μπουκιές Ούζου 450 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/boukies-ouzou-tsiknakis-450gr/,ouzo rusk; flavour/additive not captured by base rusk archetype
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Κριθαρένιο 2 kg,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/tsiknakis-oikogeneia-tsiknaki-paximadi-kritharenio-2-kg/,barley rusk; no barley archetype (mapped to generic Rusk)
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Σταρένιο 2 kg,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,A,https://kritis.gr/product/tsiknakis-oikogeneia-tsiknaki-paximadi-starenio-2-kg/,
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Σταρένιο Βιολογικό 600 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,A,https://kritis.gr/product/paximadi-ntakos-staren-tsikn-vio/,
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Μπουκιές Κριθαρένιες Βιολογικό 400 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/tsiknakis-oikogeneia-tsiknaki-paximadi-boukies-krithino-viologiko-400-gr/,barley rusk; no barley archetype (mapped to generic Rusk)
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Κρίθινο Βιολογικό 600 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-krith-ntak-vio-600g-tsik/,barley rusk; no barley archetype (mapped to generic Rusk)
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Κριθαροκουλούρα Βιολογική 700 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-krith-loura-bio700g-tsik/,barley rusk; no barley archetype (mapped to generic Rusk)
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Μπουκιές Σικάλεως Βιολογικό 400 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/tsiknakis-oikogeneia-tsiknaki-paximadi-boukies-sikalis-viologiko-400-gr/,rye rusk; no rye archetype
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Σικάλεως Βιολογικό 600 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-sikaleos-viol-600gr-tsi/,rye rusk; no rye archetype
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Από Αλεύρι Δίκοκκο Βιολογικό 400 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/tsiknakis-oikogeneia-tsiknaki-paximadi-apo-zea-viologiko-400-gr/,emmer/dikokko rusk (ancient wheat); no archetype for it
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Βρώμης Βιολογικό 400 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/paximadi-vromis-vio-tsiknak-400g/,oat rusk; no oat archetype
Tsiknakis Οικογένεια Τσικνάκη Παξιμάδι Από Χαρούπι Βιολογικό 400 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/paximadi-apo-char-vio-400gr-tsikn/,carob rusk; flavour/additive not captured by base rusk archetype
Σαμαριά Παξιμάδι Σταρένιο 600 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,A,https://kritis.gr/product/paximadi-starenio-600gr-falelaki/,
Ο Φούρνος Του Χατζή Παξιμάδι Κρίθινο 400 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-krithino-me-al-400g-chatz/,barley rusk; no barley archetype (mapped to generic Rusk)
Ο Φούρνος Του Χατζή Παξιμάδι Κρίθινο Χωρίς Αλάτι 400 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk","Rusk, unsalted",B,https://kritis.gr/product/paximadi-krithino-ch-al-400-chatzis/,barley rusk; no barley archetype (mapped to generic Rusk)
Ο Φούρνος Του Χατζή Παξιμάδι Σίκαλης Ολικής Άλεσης 300 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk","Rusk, wholemeal or rich in fibre",B,https://kritis.gr/product/paximadi-sikalis-ol-alchatzi300/,rye rusk; no rye archetype
Μελόσπιτο Παξιμάδι Εφτάζυμο 500 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paxim-ki-eftaz-melospito-500gr/,eftazymo (chickpea-leavened wheat) rusk; leavening not captured
Μελόσπιτο Παξιμαδάκι Σίκαλης 500 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paxim-ki-sikalismelospito-500g/,rye rusk; no rye archetype
Χανιώτικα Παξιμαδάκια Κρίθινα Χωρίς Αλάτι 300 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk","Rusk, unsalted",B,https://kritis.gr/product/paximadia-krithina-ch-al-chaniot300/,barley rusk; no barley archetype (mapped to generic Rusk)
Χανιώτικα Ντακάκια Κρίθινα Με Προζύμι 350 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/krithina-ntakak-me-proz-chaniot350/,barley rusk; no barley archetype (mapped to generic Rusk)
Χανιώτικα Παξιμαδάκια Με Χαρούπι 300 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/paximadakia-charoupiou-chaniot300g/,carob rusk; flavour/additive not captured by base rusk archetype
Σφακιανή Παράδοση Παξιμαδάκι Μπουκιές Ντομάτας & Θυμάρι 450 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/sfakiani-paradosi-paximadaki-boukies-ntomatas-thymari-450-gr/,"tomato, thyme rusk; flavour/additive not captured by base rusk archetype"
Ασιτιανά Παραδοσιακά Εδέσματα Παξιμάδι Αφράτο Κρίθινο 780 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-krithino-afrat-780g-as/,barley rusk; no barley archetype (mapped to generic Rusk)
Μίνθη Παξιμάδι Επτάζυμο 500 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-eptazymo-500gr-minthi/,eftazymo (chickpea-leavened wheat) rusk; leavening not captured
Μίνθη Παξιμάδι Κρίθινο Σαλιγκάρι 800 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-krithino-saligkari-800gr-minthi/,barley rusk; no barley archetype (mapped to generic Rusk)
Μίνθη Παξιμάδι Επτάζυμο Μπουκιές 500 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadi-eptazymes-boukies-500gr-minthi/,eftazymo (chickpea-leavened wheat) rusk; leavening not captured
Μίνθη Κρίθινα Παξιμαδάκια Φρουκτόζης 330 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/paximadi-krith-diavit-330gr-minthi/,fructose (diabetic) rusk; flavour/additive not captured by base rusk archetype; barley rusk; no barley archetype (mapped to generic Rusk)
Ξυλόφουρνος Μυστράκη Παροδοσιακό Κρητικό Παξιμάδι 280 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/mystraki-parodosiako-paximadi-kritiko-280-gr/,"traditional Cretan/Sfakian rusk, grain unstated; assumed barley"
Ντουρουντούς Καύκαλο Χαρούπι 500 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/ntourountous-kafkalo-charoupi-500-gr/,carob rusk; flavour/additive not captured by base rusk archetype
Ντουρουντούς Παξιμάδι Ζείδωρο Βιολογικό Δίκοκκο Στάρι 350 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/ntourountous-paximadi-zeidoro-viologiko-dikokko-stari-350-gr/,emmer/dikokko rusk (ancient wheat); no archetype for it
Ερωφίλη Αυγενάκης Παξιμάδι Χαρούπι Χωρίς Μαγιά & Ζάχαρη 350 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/erofili-paximadi-charoupi-choris-magia-zachari-350-gr/,carob rusk; flavour/additive not captured by base rusk archetype
Ερωφίλη Αυγενάκης Παξιμαδάκια Χαρουπιού 300 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/erofili-paximadakia-charoupiou-300-gr/,carob rusk; flavour/additive not captured by base rusk archetype
Βαρδάκης Παξιμάδι Λαδιού 600 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/vardakis-paximadi-ladiou-600-gr/,olive-oil rusk; flavour/additive not captured by base rusk archetype
Ντουρουντούς Σφακιανό Βουργιάλι Παξιμάδι Κουλούρι Κριθαρένιο 460 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/ntourountous-koulouri-kritharenio-sfakiano-vourgiali-460-gr/,barley rusk; no barley archetype (mapped to generic Rusk)
