Product name,L1 cat,L2 cat,L3 cat,Archetype,Match reliability,Source URL,Comments
Iliostasio Δίκταμο 20 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/iliostasio-diktamo-20-gr/,dittany infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Iliostasio Φασκόμηλο 25 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/iliostasio-faskomilo-25-gr/,sage infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Iliostasio Αφέψημα Μαλοτήρα 15 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/iliostasio-malotira-15-gr/,mountain tea (Sideritis) infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Iliostasio Βοτανικό Μείγμα Αντιστρές Βιολογικό 20 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/iliostasio-antistres-viologiko-20-gr/,anti-stress blend infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Iliostasio Μείγμα Πρωϊνό Βιολογικό 20 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/iliostasio-meigma-proino-viologiko-20-gr/,morning blend infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Iliostasio Χαμομήλι 20 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/iliostasio-chamomili-20-gr/,chamomile infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Iliostasio Τσάι Του Βουνού 20 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/iliostasio-tsai-tou-vounou-20-gr/,mountain tea (Sideritis) infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Iliostasio Μείγμα Βοτανικό 25 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/iliostasio-meigma-votaniko-25-gr/,herb blend infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Anna Herbs Σαρανταδέντρι Καρτεράκι 30 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/sarantadentri-karteraki-30gr/,sarantadentri infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Anna Herbs Λουίζα 15 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/louiza-lemonochorto-15gr-chalabal/,lemon verbena infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Αρωδαμός Φασκόμηλο Βιολογικό 50 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/arodamos-faskomilo-50-gr/,sage infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
"Κοπέλι Τσάι Του Βουνού Παραδοσιακό Κρητικό Αφέψημα 20 x 1,2 gr",Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/kopeli-tsai-tou-vounou-20-x-1-2-gr/,mountain tea (Sideritis) infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Κοπέλι Πράσινο Τσάι 20 x 2 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Green tee, infusion","Green tea, brewed, without sugar",B,https://kritis.gr/product/kopeli-tsai-prasino-20-x-2-gr/,green tea; dry product mapped to brewed-tea beverage archetype (no usable dry-tea-leaf archetype in WP3 — solid tea L2 is a mislabelled stub)
"Κοπέλι Χαμόμηλο Στιγμιαίο Αφέψημα 20 x 1,2 gr",Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/kopeli-chamomilo-stigmiaio-afepsima-20-x-12-gr/,chamomile infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
"Κοπέλι Κοκτέιλ Βοτάνων Παραδοσιακό Κρητικό Αφέψημα 20 x 1,2 gr",Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/kopeli-kokteil-votanon-paradosiako-kritiko-afepsima-20-x-1-gr-2/,herb cocktail infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
"Κοπέλι Πράσινο Τσάι Με Βότανα 20 x 1,8 gr",Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Green tee, infusion","Green tea, brewed, without sugar",B,https://kritis.gr/product/kopeli-kokteil-votanon-stigmiaio-afepsima-20-x-18-gr/,green tea; dry product mapped to brewed-tea beverage archetype (no usable dry-tea-leaf archetype in WP3 — solid tea L2 is a mislabelled stub)
"Κοπέλι Τσάι Βαλεριάνα & Μελισσόχορτο Παραδοσιακό Κρητικό Αφέψημα 20 x 1,5 gr",Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/kopeli-tsai-me-valeriana-melissochorto-20-x-1-5-gr/,"valerian, lemon balm infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated"
Κοπέλι Τσάι Του Βουνού Μαλοτήρα Με Ματζουράνα Παραδοσιακό Κρητικό Αφέψημα 20 x 1 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/malotira-me-matzourana-kopeli/,"mountain tea (Sideritis), marjoram infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated"
"Καρτεράκι Βοτανικό Αφέψημα Κρητικό Πράσινο Τσάι 10 x 1,2 gr",Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Green tee, infusion","Green tea, brewed, without sugar",B,https://kritis.gr/product/karteraki-paradosiako-kritiko-prasino-tsai-10-fakelakia/,green tea + herbs; dry product mapped to brewed-tea beverage archetype (no usable dry-tea-leaf archetype in WP3 — solid tea L2 is a mislabelled stub)
Καρτεράκι Βοτανικό Αφέψημα Κρητικό Παραδοσιακό Τσάι 10 x 1 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/karteraki-paradosiako-kritiko-votaniko-tsai-10-fakelakia/,herb blend infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Καρτεράκι Βοτανικό Αφέψημα Κρητικό Τσάι 10 x 1 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/karteraki-paradosiako-kritiko-votaniko-chai-10-fakelakia/,herb blend infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
Thamma Αφέψημα Gentle Evening Βιολογικό Vegan Χωρίς Γλουτένη 12 x 1 gr,Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/afepsima-chamomili-thamma-bio-12gr/,herbal blend infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
"Thamma Αφέψημα Louisa Darling Βιολογικό Vegan Χωρίς Γλουτένη 12 x 1,5 gr",Non-alcoholic beverages (excepting milk based beverages),Tea (Infusion),"Herbal tea, infusion","Infusion, brewed, without sugar",B,https://kritis.gr/product/afepsima-louiza-thamma-bio-18gr/,herbal blend infusion; dry product mapped to brewed herbal-infusion beverage archetype (no usable dry-herb archetype in WP3); specific herb not differentiated
