Product name,L1 cat,L2 cat,L3 cat,Archetype,Match reliability,Source URL,Comments
Πατεράκης Family Λουκάνικο Μοσχαρίσιο Χωρίς Γλουτένη 300 gr,Meat and meat products (including edible offal),Sausages,Fresh and lightly cooked sausage,"Merguez sausage, pure beef, raw",C,https://kritis.gr/product/paterakis-family-loukaniko-moscharisio-choris-glouteni-300-gr/,
Tostaki Φιλέτο Γαλοπούλας Καπνιστή Χωρίς Γλουτένη,Meat and meat products (including edible offal),Preserved meat,"Ham, turkey","Turkey cooked ham, in slices",B,https://kritis.gr/product/tostaki-fileto-galopoula-kapnisti-choris-glouteni/,
Creta Farms Εν Ελλάδι Φιλέτο Γαλοπούλα Καπνιστή Με Ελαιόλαδο Χωρίς Γλουτένη,Meat and meat products (including edible offal),Preserved meat,"Ham, turkey","Turkey cooked ham, in slices",B,https://kritis.gr/product/galopoula-kpnisti-en-elladi-filet-elaiol-creta-farm-tk/,
Χαλκιαδάκης Καπνιστή Γαλοπούλα Φιλέτο & Τυρί Edam Σε Φέτες 360 gr,Meat and meat products (including edible offal),Preserved meat,"Ham, turkey","Turkey cooked ham, in slices",C,https://kritis.gr/product/galop-filtyri-ed-lig-360g-chalk/,with cheese; matched to meat component only
Χαλκιαδάκης Πάριζα & Τυρί Gouda Σε Φέτες 360 gr,Meat and meat products (including edible offal),Sausages,Semi-dry sausage,"Mortadella, pure pork",C,https://kritis.gr/product/parizatyri-gouda-360gr-chalkiad/,with cheese; matched to meat component only
Creta Farms Εν Ελλάδι Gourmet Ψητό Ζαμπόν Με Ελαιόλαδο Χωρίς Γλουτένη,Meat and meat products (including edible offal),Preserved meat,"Cooked Ham, Pork","Cooked ham, choice",B,https://kritis.gr/product/zabon-enl-gour-psito-elai-tk-c-f/,
Χαλκιαδάκης Ζαμπόν & Τυρί Gouda Σε Φέτες 360 gr,Meat and meat products (including edible offal),Preserved meat,"Cooked Ham, Pork","Cooked ham, choice",C,https://kritis.gr/product/zabontyri-gouda-360gr-chalkiad/,with cheese; matched to meat component only
Creta Farms Εν Ελλάδι Σαλάμι Αέρος Με Ελαιόλαδο Σε Φέτες Χωρίς Γλουτένη 100 gr,Meat and meat products (including edible offal),Sausages,Dry sausage,"Salami, pure pork",B,https://kritis.gr/product/en-elladi-salami-aeros-klasiko-me-elaiolado-se-fetes-choris-glouteni-100-gr/,
Creta Farms Εν Ελλάδι Μπέικον Καπνιστό Με Ελαιόλαδο Σε Φέτες Χωρίς Γλουτένη 100 gr,Meat and meat products (including edible offal),Preserved meat,Bacon,"Bacon, back",B,https://kritis.gr/product/en-elladi-beikon-kapnisto-me-elaiolado-se-fetes-choris-glouteni-100-gr/,
Πατεράκης Family Λουκάνικο Με Πράσο Χωρίς Γλουτένη 280 gr,Meat and meat products (including edible offal),Sausages,Fresh and lightly cooked sausage,"Toulouse sausage, raw",B,https://kritis.gr/product/paterakis-family-loukaniko-me-praso-280-gr/,
Πατεράκης Family Λουκάνικο Σχάρας Χωρίς Γλουτένη 240 gr,Meat and meat products (including edible offal),Sausages,Fresh and lightly cooked sausage,"Toulouse sausage, raw",B,https://kritis.gr/product/loukaniko-scharas-240gr-paterakis/,
Πατεράκης Family Λουκάνικο Χωριάτικο Χανίων Χωρίς Γλουτένη 300 gr,Meat and meat products (including edible offal),Sausages,Fresh and lightly cooked sausage,"Toulouse sausage, raw",B,https://kritis.gr/product/loukaniko-choriat-petalo-300g-pat/,
Φάρμα Αντωνάκη Λουκάνικο Καπνιστό Παραδοσιακό Πρασάτο Χωρίς Γλουτένη 280 gr,Meat and meat products (including edible offal),Sausages,Cooked smoked sausage,Montbeliard sausage,B,https://kritis.gr/product/loukaniko-parad-prasato-280g-ant/,
Φάρμα Αντωνάκη Λουκάνικο Καπνιστό Χωριάτικο Χωρίς Γλουτένη 275 gr,Meat and meat products (including edible offal),Sausages,Cooked smoked sausage,Montbeliard sausage,B,https://kritis.gr/product/loukaniko-ch-gl-chor-kr-far-ant275/,
Φάρμα Αντωνάκη Λουκάνικο Καπνιστό Καλογερικό Χωρίς Γλουτένη 280 gr,Meat and meat products (including edible offal),Sausages,Cooked smoked sausage,Montbeliard sausage,B,https://kritis.gr/product/loukaniko-kalogeriko-280gr-anton/,
Φάρμα Αντωνάκη Λουκάνικο Καπνιστό Μοσχαρίσιο Χωρίς Γλουτένη 210 gr,Meat and meat products (including edible offal),Sausages,Fresh and lightly cooked sausage,"Merguez sausage, pure beef, raw",C,https://kritis.gr/product/loukaniko-moscharisio-210gr-anton/,
Creta Farms Εν Ελλάδι Κοτόπουλο Ψητό Με Ελαιόλαδο Σε Φέτες Χωρίς Γλουτένη 160 gr,Meat and meat products (including edible offal),Preserved meat,Preserved poultry,"Chicken cooked ham, in slices",B,https://kritis.gr/product/en-elladi-kotopoulo-psito-me-elaiolado-se-fetes-choris-glouteni-160-gr-040e/,
Αγροκτήματα Κρήτης Απάκι Κοτόπουλο Μαριναρισμένο 250 gr,Meat and meat products (including edible offal),Preserved meat,Preserved poultry,"Chicken cooked ham, in slices",C,https://kritis.gr/product/apaki-kotop-krit-sys-250g-manol/,
Πατεράκης Family Απάκι Κρήτης Σε Φέτες Χωρίς Γλουτένη 200 gr,Meat and meat products (including edible offal),Preserved meat,"Ham, pork","Cured ham, raw, smoked",B,https://kritis.gr/product/paterakis-family-apaki-kritis-se-fetes-choris-glouteni-200-gr/,
Πατεράκης Family Κρητικό Σύγκλινο Χωρίς Γλουτένη 200 gr,Meat and meat products (including edible offal),Preserved meat,Bacon,"Smoked lardoons, cooked",C,https://kritis.gr/product/paterakis-family-kritiko-sygklino-choris-glouteni-200-gr/,
Χαλκιαδάκης Απάκι Παραδοσιακό Κρήτης 250 gr,Meat and meat products (including edible offal),Preserved meat,"Ham, pork","Cured ham, raw, smoked",B,https://kritis.gr/product/chalkiadakis-apaki-paradosiako-kritis-250-gr/,
Χαλκιαδάκης Λουκάνικο Ξυδάτο Χωρίς Γλουτένη 320 gr,Meat and meat products (including edible offal),Sausages,Semi-dry sausage,"Saveloy or cervelat, pure pork with garlic",B,https://kritis.gr/product/chalkiadakis-loukaniko-xydato-choris-glouteni-320-gr/,
Φάρμα Αντωνάκη Λουκάνικο Καπνιστό Ξυδάτο Χωρίς Γλουτένη 350 gr,Meat and meat products (including edible offal),Sausages,Cooked smoked sausage,Montbeliard sausage,B,https://kritis.gr/product/farma-antonaki-loukaniko-xydato-kapnisto-choris-glouteni-350-gr/,
Αλλαντικά Κασσάκη Λουκάνικο Ξυδάτο Χωρίς Γλουτένη 380 gr,Meat and meat products (including edible offal),Sausages,Semi-dry sausage,"Saveloy or cervelat, pure pork with garlic",B,https://kritis.gr/product/loukaniko-xydato-chor-kassaki380g/,
Αγροκτήματα Κρήτης Λουκάνικο Κοτόπουλο Γεμιστό Με Γραβιέρα 350 gr,Meat and meat products (including edible offal),Poultry,Chicken meat (Gallus domesticus),Poultry sausage,B,https://kritis.gr/product/loukaniko-kot-lo-me-grav350g-man/,
Φάρμα Αντωνάκη Παραδοσιακό Καπνιστό Απάκι Κρήτης Χωρίς Γλουτένη 200 gr,Meat and meat products (including edible offal),Preserved meat,"Ham, pork","Cured ham, raw, smoked",B,https://kritis.gr/product/apaki-parados-kritis-200gr-anton/,
Αλλαντικά Κασσάκη Φιλέτο Κοτόπουλο Καπνιστό Χωρίς Γλουτένη,Meat and meat products (including edible offal),Preserved meat,Preserved poultry,"Chicken cooked ham, in slices",B,https://kritis.gr/product/kotopoulo-kapn-fileto-kassaki-tk/,
Πατεράκης Family Μπριζόλα Καπνιστή Χωρίς Γλουτένη 200 gr,Meat and meat products (including edible offal),Preserved meat,"Cooked Ham, Pork","Cooked ham, smoked",B,https://kritis.gr/product/paterakis-family-kapnisti-brizola-choirini-200-gr/,
Φάρμα Αντωνάκη Καπνιστή Μπριζόλα Με Μέλι Χωρίς Γλουτένη 210 gr,Meat and meat products (including edible offal),Preserved meat,"Cooked Ham, Pork","Cooked ham, smoked",B,https://kritis.gr/product/brizola-kapn-me-meli-210g-anton/,
Φάρμα Αντωνάκη Πανσέτα Καπνιστή Με θυμαρίσιο Μέλι Χωρίς Γλουτένη 210 gr,Meat and meat products (including edible offal),Preserved meat,Bacon,"Bacon, back",B,https://kritis.gr/product/panseta-kapn-me-meli-210g-anton/,
Φάρμα Αντωνάκη Σύγκλινο Καπνιστό Κρήτης Χωρίς Γλουτένη 230 gr,Meat and meat products (including edible offal),Preserved meat,Bacon,"Smoked lardoons, cooked",C,https://kritis.gr/product/sygklino-kapn-kritis-el-230g-ant/,
