Product name,L1 cat,L2 cat,L3 cat,Archetype,Match reliability,Source URL,Comments
Ντουρουντούς Κριτσινάκια Γραβιέρας 120 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,C,https://kritis.gr/product/ntourountous-kritsinakia-gravieras-120-gr/,with graviera cheese; not captured
Χαλκιαδάκης Κριτσίνια Πολύσπορα 250 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,B,https://kritis.gr/product/chalkiadakis-kritsinia-polyspora-250-gr/,multigrain
Χαλκιαδάκης Μακεδονικά Κριτσίνια Με Σουσάμι 300 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,B,https://kritis.gr/product/chalkiadakis-makedonika-kritsinia-me-sousami-300-gr/,with sesame
Χαλκιαδάκης Κριτσίνια Με Ηλιόσπορο 360 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,B,https://kritis.gr/product/kritsini-iliosp-xl-360gr-chalkiad/,with sunflower seed
Μελιστάλακτη Κριτσίνι Ολικής Κρίθινο 300 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,C,https://kritis.gr/product/melistalakti-kritsini-olikis-krithino-300-gr/,wholemeal barley; no barley archetype
Μελιστάλακτη Κριτσίνι Με Ηλιόσπορο 300 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,B,https://kritis.gr/product/kritsini-iliosporo-300gr-melist/,with sunflower seed
Μελιστάλακτη Κριτσίνι Ντομάτα Ρίγανη 300 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,C,https://kritis.gr/product/kritsini-ntomata-rig-300g-melist/,tomato & oregano; not captured
Μελιστάλακτη Κριτσίνι Με Χαρουπάλευρο 300 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,C,https://kritis.gr/product/kritsini-charoup-ch-z-300g-melist/,carob flour; not captured
Χανιώτικα Κριτσίνια Πολύσπορα 200 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,B,https://kritis.gr/product/chaniotika-kritsinia-polyspora-200-gr/,multigrain
Grand’s Cookies Κριτσίνια Κρίκοι Με Καλαμπόκι 290 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,C,https://kritis.gr/product/kritsinikrikoskalab-290g-gran/,corn; not captured
Grand’s Cookies Κριτσίνια Κρίκοι Ολικής Άλεσης 290 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,B,https://kritis.gr/product/kritsinikrikosolikis-290g-gran/,wholemeal
Grand’s Cookies Κριτσίνια Κρίκοι Με Κανέλα 290 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,C,https://kritis.gr/product/kritsinikrikkanel290-300g-gran/,cinnamon (sweet); not captured
Περράκης Κριτσίνια Καβρουμάδες 300 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,B,https://kritis.gr/product/kavroumades-perrakis-250gr/,
Ντουρουντούς Κριτσίνι Φαγοπυράκι Βιολογικό 150 gr,Grains and grain-based products,Bread and rolls,Other bread,Grissini or bread stick,C,https://kritis.gr/product/ntourountous-kritsini-fagopyraki-viologiko-150-gr/,buckwheat; no buckwheat archetype
Grand’s Cookies Choco Αμυγδαλωτά Χειροποίητα Μπισκότα 300 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,Macaroon,B,https://kritis.gr/product/grands-cookies-choco-amygdalota-cheiropoiita-biskota-300-gr/,choco almond macaroon (αμυγδαλωτά); chocolate coating not captured
Grand’s Cookies Βουτήματα Μπιάνκα Γεμιστά 300 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), snack with dairy or vanilla filling",B,https://kritis.gr/product/grands-cookies-voutimata-bianka-gemista-300-gr/,filled dunking biscuit
Grand’s Cookies Μουστοκούλουρα Με Πετιμέζι 450 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,Gingerbread,C,https://kritis.gr/product/grands-cookies-moustokouloura-me-petimezi-450-gr/,grape-must/petimezi cookie (μουστοκούλουρο); mapped to molasses-spiced gingerbread
Αρτώ Κουλουράκια Λαδιού 270 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/arto-koulourakia-ladiou-270-gr/,olive-oil cookie (κουλουράκι λαδιού)
Ασιτιανά Παραδοσιακά Εδέσματα Κουλουράκια Κανέλας 400 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),Speculoos biscuit,B,https://kritis.gr/product/asitiana-paradosiaka-edesmata-koulourakia-kanelas-400-gr/,cinnamon cookie
Ασιτιανά Παραδοσιακά Εδέσματα Παξιμαδάκι Κακάο 400 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), with chocolate, prepacked",C,https://kritis.gr/product/asitiana-paradosiaka-edesmata-paximadaki-kakao-400-gr/,cocoa biscotti (sweet παξιμαδάκι)
Βετεράνο Βουτήματα Σταφιδωτά 350 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/veterano-voutimata-stafidota-350-gr/,raisin dunking biscuit
Βετεράνο Μπισκοτάκι Χαρουπιού Με Αμύγδαλο & Σταφίδα 250 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),Biscuit (cookie) with nuts (no chocolate or lightly chocolate-flavoured),C,https://kritis.gr/product/veterano-biskotaki-charoupiou-me-amygdalo-stafida-250-gr/,carob biscuit with almond & raisin
Βετεράνο Παξιμαδάκια Σικάλεως Ολικής Άλεσης 350 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk","Rusk, wholemeal or rich in fibre",B,https://kritis.gr/product/veterano-paximadakia-olikis-alesis-350-gr/,rye wholemeal rusk
Βετεράνο Τραγανά Μπισκότα Βρώμης Με Μέλι 300 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",C,https://kritis.gr/product/veterano-tragana-biskota-vromis-me-meli-300-gr/,oat biscuit with honey
Ντουρουντούς Μπισκότα Με Μέλι & Καρύδι 150 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),Biscuit (cookie) with nuts (no chocolate or lightly chocolate-flavoured),B,https://kritis.gr/product/ntourountous-biskota-me-meli-karydi-150-gr/,honey & walnut biscuit
Ντουρουντούς Μπισκότα Πολύσπορα Με Χαρουπόμελο 180 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",C,https://kritis.gr/product/ntourountous-biskota-polyspora-me-charoupomelo-180-gr/,multigrain biscuit with carob-honey
Ντουρουντούς Φρύγανο Με Ντομάτα & Πάπρικα 200 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/ntourountous-fryganakia-me-ntomata-paprika/,savoury toast/rusk with tomato & paprika
Περράκης Cretan Bakery Daily Λαδοκούλουρα Κανέλας 250 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),Speculoos biscuit,B,https://kritis.gr/product/perrakis-cretan-bakery-daily-ladokouloura-kanelas-250-gr/,cinnamon oil cookie (λαδοκούλουρα κανέλας)
Σφακιανή Παράδοση Κουλουράκια Με Χαρούπι 300 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",C,https://kritis.gr/product/kontorinis-koulourakia-me-charoupi-300-gr/,carob cookie
Σφακιανή Παράδοση Κουλουράκια Πορτοκάλι 300 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/koulourakia-portokali-300-gr/,orange cookie
Αγροτικός Οικ/χνικός Συν/σμός Γυναικών Κρουσώνα Παξιμαδάκια Αμυγδάλου 400 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), thin, w almonds",B,https://kritis.gr/product/paxim-ki-amygd-400gr-krousanioti/,almond biscotti
Μελισσάνθη Τριβιδάκια Χαρουπιού 200 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",C,https://kritis.gr/product/trividakia-charoupiou-mel-nthi200g/,carob crumble biscuit
Περυσινάκης Σταφιδωτό 500 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/stafidoto-450-500gr-perysinakis/,raisin biscuit
Σφακιανή Παράδοση Παξιμαδάκι Πορτοκάλι 250 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/sfakiani-paradosi-paximadaki-portokali-250-gr/,orange biscotti
Σφακιανή Παράδοση Παξιμαδάκι Μπουκιές Χαρούπι & Goji Berry 250 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",C,https://kritis.gr/product/sfakiani-paradosi-paximadaki-boukies-charoupi-goji-berry-250-gr/,carob & goji biscotti
Σφακιανή Παράδοση Παξιμαδάκι Χαρούπι & Σταφίδα 250 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",C,https://kritis.gr/product/sfakiani-paradosi-paximadaki-charoupi-stafida-250-gr/,carob & raisin biscotti
Alafis Κουλουράκια Βουτύρου 270 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),Butter biscuit (cookie),A,https://kritis.gr/product/koulouraki-voutyrou-th-angeliki-270gr-alafis/,butter cookie
Alafis Κουλουράκι Πορτοκαλιού 300 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/koulouraki-portokaliou-300gr-alafis/,orange cookie
Αγροτικός Οικ/χνικός Συν/σμός Γυναικών Κρουσώνα Λαδοκούλουρα 400 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/koul-kia-ladiou-400g-krousaniot/,olive-oil cookie
Αγροτικός Οικ/χνικός Συν/σμός Γυναικών Κρουσώνα Κουλουράκια Πορτοκαλιού 400 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/koul-kia-portokal-400gr-krousan/,orange cookie
Μίνθη Κουλουράκια Λαδερά Με Σουσάμι 330 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/koul-kia-ladiou-sous-minthi-330gr/,oil cookie with sesame
Μίνθη Κουλουράκια Κρασάτα 330 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/koul-kia-krasata-minthi-330gr/,wine cookie (κρασάτα)
Μίνθη Κουλουράκια Σταφιδωτά 330 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/koul-kia-stafidota-330gr-minthi/,raisin cookie
Βαρδάκης Παξιμάδι Λαδιού 600 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/vardakis-paximadi-ladiou-600-gr/,olive-oil barley rusk (also in paximadia)
Ντουρουντούς Σφακιανό Βουργιάλι Παξιμάδι Κουλούρι Κριθαρένιο 460 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/ntourountous-koulouri-kritharenio-sfakiano-vourgiali-460-gr/,barley rusk ring (also in paximadia)
Μελιστάλακτη Κουλουράκι Με Χαρουπάλευρο & Κριθάρι Χωρίς Ζάχαρη 400 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), reduced sugar",C,https://kritis.gr/product/koulouraki-char-me-krith-ch-z-400gr/,"carob-flour & barley, no added sugar"
Μαλεβιζιώτηκα Μπισκότα Κρασάτα Κρασιού 340 – 380 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/maleviziotika-biskota-krasata-krasiou-340-380-gr/,wine biscuit
Μαλεβιζιώτηκα Μπισκότα Λαδερά 340 – 380 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/maleviziotika-biskota-ladera-340-380-gr/,oil biscuit
Ασιτιανά Παραδοσιακά Εδέσματα Βουτήματα Μπύρας 400 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/asitiana-paradosiaka-voutimata-byras-400-gr/,beer dunking biscuit
Ασιτιανά Παραδοσιακά Εδέσματα Βουτήματα Πορτοκαλιού 400 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/voutimata-portok-400gr-asitiana/,orange dunking biscuit
Μελιστάλακτη Παξιμαδάκι Αμυγδάλου 400 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), thin, w almonds",B,https://kritis.gr/product/paximadaki-amygdalou-400g-melist/,almond biscotti
Περράκης Cretan Bakery Βουτήματα Πορτοκαλιού 350 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/perrakis-cretan-bakery-voutimata-portokaliou-350-gr/,orange dunking biscuit
Ασιτιανά Παραδοσιακά Εδέσματα Μπισκότα Πεταλάκια 400 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/bisk-vout-petalo-400gr-asitiana/,
Μαλεβιζιώτηκα Μπισκοτάκια Cookies 340 – 380 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), plain",B,https://kritis.gr/product/maleviziotika-biskotakia-cookies-340-380-gr/,
Μελιστάλακτη Μπισκότα Cookies Σοκολάτα 300 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), with chocolate drops",B,https://kritis.gr/product/melistalakti-biskota-cookies-sokolata-300-gr/,chocolate cookies
Ασιτιανά Παραδοσιακά Εδέσματα Μπισκότα Μαρμελάδας 400 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),Biscuit (cookie) filled with fruit paste or fruit puree,B,https://kritis.gr/product/asitiana-paradosiaka-voutimata-marmeladas-400-gr/,jam biscuit
Alafis Μπισκότα Αμυγδάλου 280 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), thin, w almonds",B,https://kritis.gr/product/biskoto-amygdalou-280gr-alafis/,almond biscuit
Alafis Μπισκότα Βρώμης & Μαύρη Σοκολάτα 260 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), with chocolate drops",C,https://kritis.gr/product/biskoto-vromis-mafri-sokolata-260gr-alafis/,oat & dark chocolate biscuit
Alafis Μουστοκούλουρο Μαλακό 250 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,Gingerbread,C,https://kritis.gr/product/moustokoulouro-malako-250gr/,soft grape-must cookie (μουστοκούλουρο); mapped to molasses-spiced gingerbread
Ντουρουντούς Μπισκοτάκια Με Βρώμη & Cranberry 220 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Shortbread cookie with fruit (apple, red berries, etc.)",C,https://kritis.gr/product/ntourountous-biskotakia-vromi-cranberry-220-gr/,oat & cranberry biscuit
Μελισσάνθη Μπισκότα Cookies Σοκολάτα 200 gr,Grains and grain-based products,Fine bakery wares,Biscuits (cookies),"Biscuit (cookie), with chocolate drops",B,https://kritis.gr/product/bisk-cookies-sokol-mel-nthi-200g/,chocolate cookies
Σαμαριά Παξιμαδοφρυγανιές Σταρένιες 250 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk","Rusk, slice, wheat",A,https://kritis.gr/product/paximadofrygania-star-250gr-fale/,wheat melba toast (φρυγανιές)
Σαμαριά Παξιμαδοφρυγανιές Σικάλεως 250 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/paximadofrygania-sikal-250g-fale/,rye melba toast; no rye archetype
Σαμαριά Παξιμαδοφρυγανιές Με Χαρούπι 250 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,C,https://kritis.gr/product/paximadofrygania-charoupi-250g-fa/,carob melba toast
Μελόσπιτο Τρίμμα Φρυγανιάς 500 gr,Grains and grain-based products,Bread and rolls,"Unleavened bread, crisp bread and rusk",Rusk,B,https://kritis.gr/product/trimma-fryganias-melospito500g/,rusk crumbs (τρίμμα φρυγανιάς); mapped to ground Rusk
Αρτοποιία Τσατσάκης Κρουτόν Ολικής Άλεσης Διπλοφουρνιστό Κρίθινο 150 gr,Grains and grain-based products,Bread and rolls,Bread products,"Croutons, plain, prepacked",B,https://kritis.gr/product/krouton-ol-al-diplof-krith-ts150g/,wholemeal barley croutons; no barley archetype
Big Taste Κρουασάν Με Πραλίνα Φουντουκιού 150 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,"Chocolate croissant, prepacked",B,https://kritis.gr/product/big-taste-krouasan-me-pralina-fountoukiou-150-gr/,hazelnut-praline croissant
Choco Big Κρουασάν Με Πραλίνα Φουντουκιού ION 250 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,"Chocolate croissant, prepacked",B,https://kritis.gr/product/choco-big-krouasan-me-pralina-fountoukiou-ion-250-gr/,hazelnut-praline croissant
Περυσινάκης Μπαλίτσα Σοκολάτας 500 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,Soft cake filled with chocolate or chocolate drops or milk,C,https://kritis.gr/product/perysinakis-balitsa-sokolatas-500-gr/,chocolate-chip cake ball
Χιωτάκης Κρουασάν Πραλίνα Φουντουκιού 90 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,"Chocolate croissant, prepacked",B,https://kritis.gr/product/chiotakis-krouasan-pralina-fountoukiou-90-gr/,hazelnut-praline croissant
Περυσινάκης Κουλούρι Προζυμένιο Vegan 500 – 550 gr,Grains and grain-based products,Bread and rolls,Wheat bread and rolls,Bagel,B,https://kritis.gr/product/koulouri-proz-350-400gr-perysina/,sourdough bread ring (κουλούρι); mapped to bagel
Περυσινάκης Τσουρεκάκι Σμυρνέϊκο 500 – 550 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,Brioche,B,https://kritis.gr/product/tsourekaki-smyrn-500-550gr-perys/,tsoureki (sweet brioche); mahleb/mastic not captured
Περισυνάκης Τσουρεκάκι Ανάμεικτο 380 – 420 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,Brioche,B,https://kritis.gr/product/perisynakis-tsourekaki-anameikto-380-420-gr/,tsoureki (sweet brioche)
Alafis Τσουρέκι Αυθεντικό Πλεξούδα 90 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,Brioche,B,https://kritis.gr/product/tsoureki-afthentiko-90gr-plexouda/,tsoureki braid (sweet brioche)
Alafis Τσουρέκι Αυθεντικό Με Κρέμα Κακάο 150 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,"Brioche, filled with chocolate",B,https://kritis.gr/product/tsoureki-afthentiko-150gr-sokolata/,tsoureki with cocoa cream
Οικογένεια Μαυροφρύδη Κέικ Ανάμεικτο Πορτοκάλι & Κακάο Σε Φέτες 110 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,Marble cake,B,https://kritis.gr/product/keik-anameikto-port-kak-fet-120g/,orange & cocoa marble cake
Οικογένεια Μαυροφρύδη Γλυκό Καρύδας 120 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,Rock-shaped coconut cake,C,https://kritis.gr/product/glyko-karyda-120gr-sweetfresh/,coconut sweet (coconut+egg+flour)
Οικογένεια Μαυροφρύδη Ρολό Κανέλας Με Σταφίδες 130 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,Raisin puff pastry (Viennese pastries),B,https://kritis.gr/product/rollo-kanelas-130gr-sweetfresh/,cinnamon-raisin roll
Pasteli Michel Μιξ Μάντολα 160 gr,Sugar and confectionary,Confectionery (non-chocolate),Nougat,Nougat,B,https://kritis.gr/product/pasteli-michel-mantola-mix-160-gr/,almond/nut nougat (μάντολα)
Pasteli Michel Παστέλι Με Σησάμι Χωρίς Γλουτένη 65 gr,Sugar and confectionary,Confectionery (non-chocolate),Nougat,Nougat,C,https://kritis.gr/product/pasteli-sisami-60-65gr/,sesame pasteli; no sesame-bar/halva archetype
Pasteli Michel Παστέλι Με Αμύγδαλο Χωρίς Γλουτένη 65 gr,Sugar and confectionary,Confectionery (non-chocolate),Nougat,Nougat,B,https://kritis.gr/product/pasteli-amygdalo-65-70gr/,almond pasteli (honey+almond)
Pasteli Michel Παστέλι Mιξ Με Μάντολα 65 gr,Sugar and confectionary,Confectionery (non-chocolate),Nougat,Nougat,B,https://kritis.gr/product/pasteli-mantola-65-70gr/,nut nougat mix (μάντολα)
Pasteli Michel Σισαμόπιτα Χωρίς Γλουτένη 160 gr,Sugar and confectionary,Confectionery (non-chocolate),Nougat,Nougat,C,https://kritis.gr/product/sisamopita-fak-160gr-n815-bamie/,sesame brittle (σισαμόπιτα); no sesame archetype
Pasteli michel Παστέλι Με Φυστίκι 65 gr,Sugar and confectionary,Confectionery (non-chocolate),Nougat,Nougat,B,https://kritis.gr/product/pasteli-fystikato-65-70gr/,pistachio pasteli (honey+pistachio)
Greek Recipes Μαντολάτο Mixed Ξηρών Καρπών & Μέλι Χωρίς Γλουτένη 60 gr,Sugar and confectionary,Confectionery (non-chocolate),Nougat,Nougat,B,https://kritis.gr/product/greek-recipes-mantolato-mixed-xiron-karpon-meli-choris-glouteni-60-gr/,mixed-nut & honey nougat (μαντολάτο)
MyBar Μπάρα Με Αμύγδαλο & Μέλι Χωρίς Γλουτένη 45 gr,Sugar and confectionary,Confectionery (non-chocolate),Nougat,Nougat,C,https://kritis.gr/product/pasteleion-pasteli-me-amygdalo-meli-45-gr/,almond & honey bar; mapped to nougat
Mybar Μπάρα Με Αμύγδαλο & Σοκολάτα Χωρίς Γλουτένη 45 gr,Sugar and confectionary,Chocolate (Cocoa) products,Chocolate with nuts or fruits,"Milk chocolate bar, with dried fruits (nuts, almonds, raisins, praline)",C,https://kritis.gr/product/pasteleion-pasteli-me-amygdalo-sokolata-45-gr/,almond & chocolate bar
Greek Recipes Μαντολάτο Με Φυστίκι & Μέλι Χωρίς Γλουτένη 60 gr,Sugar and confectionary,Confectionery (non-chocolate),Nougat,Nougat,B,https://kritis.gr/product/greek-recipes-mantolato-me-fistiki-meli-choris-glouteni-60-gr/,pistachio & honey nougat (μαντολάτο)
Greek Recipes Μαντολάτο Με Super Fruits & Αμύγδαλα Χωρίς Γλουτένη 60 gr,Sugar and confectionary,Confectionery (non-chocolate),Nougat,Nougat,B,https://kritis.gr/product/greek-recipes-mantolato-me-super-fruits-amygdala-choris-glouteni-60-gr/,nut & fruit nougat (μαντολάτο)
Καλιτσούνια Λυχναράκια,Grains and grain-based products,Fine bakery wares,Pastries and cakes,Cheese tart,C,https://kritis.gr/product/kalitsounia-lychnarakia/,sweet Cretan cheese pastry (λυχναράκια); no sweet-cheese-pastry archetype
Φιλέματα Κρήτης – Καίτης Ξεροτήγανα Χειροποίητα Με Θυμαρίσιο Μέλι 250 gr,Grains and grain-based products,Fine bakery wares,Pastries and cakes,"Doughnut, plain",C,https://kritis.gr/product/xerotigana-kaitis-248gr/,fried honey dough (ξεροτήγανα/δίπλες); no diples archetype
