Product name,L1 cat,L2 cat,L3 cat,Archetype,Match reliability,Source URL,Comments
Koutantos Family Μέλι Από Θυμάρι & Βότανα Squeeze 500 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/koutantos-meli-apo-thymari-votana-squeeze-500-gr/,"thyme, wild herbs honey"
Thamma Βιολογικό Μέλι Κρήτης Με Θυμάρι & Άγρια Βότανα Βιολογικό 400 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/thamma-viologiko-meli-kritis-me-thymari-agria-votana-viologiko-400-gr/,"thyme, wild herbs honey"
Αροδαμός Μέλι Δάσους Θρούμπι & Θυμάρι Squeeze 500 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meligyris-meli-ellinikon-dason-arodamos-agriovotanon-throubi-thymari-squeeze-50/,"thyme, forest, savory honey; honeydew type — blossom vs honeydew (pine/conifer/forest) honey not differentiated in WP3"
Αροδαμός Μέλι Ελληνικών Δασών Αγριοβότανα Θρούμπι & Θυμάρι 450 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/arodamos-meli-ellinikon-dason-agriovotana-throubi-thymari-450-gr/,"thyme, forest, savory, wild herbs honey; honeydew type — blossom vs honeydew (pine/conifer/forest) honey not differentiated in WP3"
Αροδαμός Μέλι Ελληνικών Δασών Αγριοβότανα Θρούμπι & Θυμάρι 800 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/arodamos-meli-ellinikon-dason-agriovotana-throubi-thymari-800-gr/,"thyme, forest, savory, wild herbs honey; honeydew type — blossom vs honeydew (pine/conifer/forest) honey not differentiated in WP3"
Αροδαμός Μέλι Ελληνικών Δασών Πεύκο & Θυμάρι Squeeze 500 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/arodamos-meli-ellinikon-dason-pefko-thymari-squeeze-500-gr/,"thyme, pine, forest honey; honeydew type — blossom vs honeydew (pine/conifer/forest) honey not differentiated in WP3"
Μέλι Της Κρήτης Από Κωνοφόρα & Θυμάρι 250 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-tis-kritis-meli-thymarisio-250-gr/,"thyme, conifer honey; honeydew type — blossom vs honeydew (pine/conifer/forest) honey not differentiated in WP3"
Μέλι Της Κρήτης Από Κωνοφόρα & Θυμάρι 500 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-tis-kritis-apo-konofora-thymari-meliera-500-gr/,"thyme, conifer honey; honeydew type — blossom vs honeydew (pine/conifer/forest) honey not differentiated in WP3"
Μέλι Της Κρήτης Από Κωνοφόρα & Θυμάρι 950 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-tis-kritis-apo-konofora-thymari-950-gr/,"thyme, conifer honey; honeydew type — blossom vs honeydew (pine/conifer/forest) honey not differentiated in WP3"
Ραέτι Μέλι Ερείκης Βιολογικό 500 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/raeti-meli-ereikis-viologiko-500-gr/,heather honey
Ραέτι Μέλι Θυμαρίσιο Βιολογικό 900 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/raeti-meli-thymarisio-viologiko-900-gr/,thyme honey
Melirryto Μέλι Σητείας Θυμαρίσιο 250 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-thymarisio-siteias-melir250g/,thyme honey
Melirryto Μέλι Σητείας Θυμαρίσιο 470 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-thymarisio-siteias-melir470g/,thyme honey
Melirryto Μέλι Σητείας Θυμαρίσιο 950 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-thymarisio-siteias-melir950g/,thyme honey
El Greco Μέλι Από Θυμάρι & Κωνοφόρα Δέντρα 450 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/el-greco-meli-thymari-konofora-dendra-450-gr/,"thyme, conifer honey; honeydew type — blossom vs honeydew (pine/conifer/forest) honey not differentiated in WP3"
Θυμαρίσιο Μέλι Σφάκα-Σητεία 470 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-thymarisio-470g-sfaka-siteia/,thyme honey
Θυμαρίσιο Μέλι Σφάκα-Σητεία 950 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-thymarisio-950gr-sfaka-sitei/,thyme honey
Ανώπολης Σφακίων Μέλι Θυμαρίσιο 950 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-anopolis-sfakion-g-vazo950g/,thyme honey
Ανώπολης Σφακίων Μέλι Θυμαρίσιο 450 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-anopolis-sfakion-g-vazo450g/,thyme honey
Ηδύοσμος Μέλι Από Άγριο Θυμάρι & Βότανα Κρήτης 450 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-apo-thymarivot-kr450g-pap/,"thyme, wild herbs honey"
Ηδύοσμος Μέλι Από Θυμάρι & Άλλα Βότανα Κρήτης 970 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/__trashed-5/,"thyme, wild herbs honey"
Οικογένεια Βαράκλα Μέλι Από Θυμάρι & Άγρια Βότανα Squeeze 470 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/melioikogeneia-varaklasque470g/,"thyme, wild herbs honey"
Οικογένεια Βαράκλα Μέλι Από Θυμάρι & Άγρια Βότανα 450 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-oikogeneia-varakla-450gr/,"thyme, wild herbs honey"
Οικογένεια Βαράκλα Μέλι Από Θυμάρι & Άγρια Βότανα 950 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-oikogeneia-varakla-950gr/,"thyme, wild herbs honey"
Μελίγυρις Μέλι Δάσους Θυμαριού & Αγριοβοτάνων Βιολογικό 450 gr,Sugar and confectionary,Honey,Honey,Honey,A,https://kritis.gr/product/meli-viol-das-thymagr-meligyr450/,"thyme, forest, wild herbs honey; honeydew type — blossom vs honeydew (pine/conifer/forest) honey not differentiated in WP3"
Χαλκιαδάκης Μαρμελάδα Βατόμουρο 370 gr,Fruit and fruit products,"Jam, marmalade and other fruit spreads",Jam,"Jam, raspberry",B,https://kritis.gr/product/chalkiadakis-marmelada-vatomouro-370-gr/,"blackberry jam; no blackberry archetype, mapped to raspberry (both Rubus bramble berries)"
Χαλκιαδάκης Μαρμελάδα Βερύκοκο 370 gr,Fruit and fruit products,"Jam, marmalade and other fruit spreads",Jam,"Jam, apricot",A,https://kritis.gr/product/chalkiadakis-marmelada-verykoko-370-gr/,apricot jam
Χαλκιαδάκης Μαρμελάδα Κεράσι 370 gr,Fruit and fruit products,"Jam, marmalade and other fruit spreads",Jam,"Jam, cherry",A,https://kritis.gr/product/chalkiadakis-marmelada-kerasi-370-gr/,cherry jam
Χαλκιαδάκης Μαρμελάδα Πορτοκάλι 370 gr,Fruit and fruit products,"Jam, marmalade and other fruit spreads",Marmalade,"Marmalade, orange",A,https://kritis.gr/product/chalkiadakis-marmelada-portokali-370-gr/,orange marmalade
Χαλκιαδάκης Μαρμελάδα Ροδάκινο 370 gr,Fruit and fruit products,"Jam, marmalade and other fruit spreads",Jam,"Jam, apricot",B,https://kritis.gr/product/chalkiadakis-marmelada-rodakino-370-gr/,"peach jam; no peach archetype, mapped to apricot (nearest Prunus stone fruit)"
Χαλκιαδάκης Μαρμελάδα Φράουλα 370 gr,Fruit and fruit products,"Jam, marmalade and other fruit spreads",Jam,"Jam, strawberry",A,https://kritis.gr/product/chalkiadakis-marmelada-fraoula-370-gr/,strawberry jam
Katrin’s Marmelades Μαρμελάδα Φράουλα 300 gr,Fruit and fruit products,"Jam, marmalade and other fruit spreads",Jam,"Jam, strawberry",A,https://kritis.gr/product/marmelada-kriton-gaia-fraou-300g/,strawberry jam
Katrin’s Marmelades  Μαρμελάδα Βερύκοκο 300 gr,Fruit and fruit products,"Jam, marmalade and other fruit spreads",Jam,"Jam, apricot",A,https://kritis.gr/product/marmelada-kriton-gaia-veryk-300g/,apricot jam
Katrin’s Marmelades Μαρμελάδα Πορτοκάλι Μήλο 300 gr,Fruit and fruit products,"Jam, marmalade and other fruit spreads",Marmalade,"Marmalade, orange",B,https://kritis.gr/product/marmelada-portokali-milo-kriton-gaia-300gr/,orange-apple marmalade; apple component not captured by orange marmalade archetype
