id,parent_id,level,name
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,08aaa7cf-5af8-5977-9159-9f5b0053fc4d,2,Spirits
7442da53-9c7d-577e-9ad7-410bee197b1e,08aaa7cf-5af8-5977-9159-9f5b0053fc4d,2,Wine
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,08aaa7cf-5af8-5977-9159-9f5b0053fc4d,2,"Wine-like drinks (e.g. Cider, Perry)"
305f942e-780e-5e9a-b83c-c3bf6aac4da2,b3ffeebc-0213-53e3-9375-4e13621f61b2,2,Animal fat
84d748e6-afb6-5fd2-ad3e-5da242b4db83,b3ffeebc-0213-53e3-9375-4e13621f61b2,2,Fish oil
06ce4e90-4c18-5c6a-81ed-69439d70eb70,b3ffeebc-0213-53e3-9375-4e13621f61b2,2,Margarine and similar products
5bdf0653-4e33-595a-b189-d26137596c1a,b3ffeebc-0213-53e3-9375-4e13621f61b2,2,Vegetable fat
bda11d26-d01c-50c3-8f8b-7b6128c68da1,b3ffeebc-0213-53e3-9375-4e13621f61b2,2,Vegetable oil
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,da0a350a-39e8-5881-b42f-c96d8f77eb68,2,Beans-based meals
c91c0cbf-9b34-5cb2-88f9-ca5937963928,da0a350a-39e8-5881-b42f-c96d8f77eb68,2,Cereal-based dishes
28b0d572-aa4e-5de7-b620-6ae9cb6cab9e,da0a350a-39e8-5881-b42f-c96d8f77eb68,2,"Egg-based meal (e.g., omelette)"
2e62310c-5778-5861-96cd-1a95e53e044e,da0a350a-39e8-5881-b42f-c96d8f77eb68,2,Fish and seafood based meals
b34520b6-8f5a-591a-83b8-dbce1961baac,da0a350a-39e8-5881-b42f-c96d8f77eb68,2,Meat-based meals
784c6b4f-efcf-581a-8fc5-075ec33f4065,da0a350a-39e8-5881-b42f-c96d8f77eb68,2,Potato based dishes
41fbc688-c61e-5d88-894c-a1ba8c9030cc,da0a350a-39e8-5881-b42f-c96d8f77eb68,2,Prepared salads
740f372f-3c34-5462-9834-bd152faacd83,da0a350a-39e8-5881-b42f-c96d8f77eb68,2,Ready to eat soups
ddf9c247-5ec0-57fb-a41d-c9cf7546e2d8,da0a350a-39e8-5881-b42f-c96d8f77eb68,2,Rice-based meals
71ddb23f-c0c9-5706-afe4-0c0e61e23113,da0a350a-39e8-5881-b42f-c96d8f77eb68,2,Vegetable-based meals
4f4b0751-5cfe-5a43-9362-8c7dba59b36c,31183dd4-6dc4-5cae-a155-e0a3d33b8a92,2,Bottled water
df1d48cd-df3a-5628-a040-6778bf13622b,31183dd4-6dc4-5cae-a155-e0a3d33b8a92,2,Tap water
d03a8f6e-7994-5cdb-ac19-9e83ed2b42a5,fd55a778-9f11-51b1-81f6-d9d86f2a926d,2,"Eggs, fresh"
89d77124-c997-569d-82b4-71eb82cfae08,fd55a778-9f11-51b1-81f6-d9d86f2a926d,2,"Eggs, powder"
e05c5e11-180d-5409-b37f-173d43d465bc,805ecf67-6ad5-5e17-8019-1863618aec92,2,"Amphibians, reptiles, snails, insects"
9cbbb4a4-2e06-50e4-b155-074fbb698b91,805ecf67-6ad5-5e17-8019-1863618aec92,2,Crustaceans
bf2e9326-8051-57d2-a020-18418d7e4e6f,805ecf67-6ad5-5e17-8019-1863618aec92,2,Fish meat
c8a8a61f-a72b-5294-a855-7c2368f6a922,805ecf67-6ad5-5e17-8019-1863618aec92,2,Fish products
7af13960-ba5e-581c-b839-6dd085d4f423,805ecf67-6ad5-5e17-8019-1863618aec92,2,Water molluscs
1fa1dd4e-7900-5b05-a761-8b8474b38b93,3e9a4774-0d60-5c24-adc0-d9ce5ec2e3fd,2,Cereal-based food for infants and young children
e1f51fe6-394f-54bc-b864-f2130a85601d,3e9a4774-0d60-5c24-adc0-d9ce5ec2e3fd,2,"Follow-on formulae, liquid"
083084f8-ffab-5a23-b2f1-c097c76cee17,3e9a4774-0d60-5c24-adc0-d9ce5ec2e3fd,2,"Follow-on formulae, powder"
f0336fb9-dc40-5502-8987-773dbfc9023a,3e9a4774-0d60-5c24-adc0-d9ce5ec2e3fd,2,"Infant formulae, liquid"
f3fecfbb-61d7-57c2-a586-22cbad031c7a,3e9a4774-0d60-5c24-adc0-d9ce5ec2e3fd,2,"Infant formulae, powder"
8bd80623-c3ee-5601-80af-8329401fe06c,3e9a4774-0d60-5c24-adc0-d9ce5ec2e3fd,2,Ready-to-eat meal for infants and young children
96e97afb-0019-500e-a6aa-cc1bebc3a8be,3e9a4774-0d60-5c24-adc0-d9ce5ec2e3fd,2,"Yoghurt, cheese and milk-based dessert for infants and young children"
077e3610-db30-5535-96c5-4b4fb6c0ecbd,e0236c5f-9fec-5468-880b-640bec9a3358,2,Berries and small fruits
752e5386-1dcd-593a-824f-4399292f3e60,e0236c5f-9fec-5468-880b-640bec9a3358,2,Citrus fruits
b3087ff5-3dc2-5f99-a844-b5774317be2c,e0236c5f-9fec-5468-880b-640bec9a3358,2,Dried fruits
c6a2b173-e738-5995-b07c-2a50079f11c1,e0236c5f-9fec-5468-880b-640bec9a3358,2,"Jam, marmalade and other fruit spreads"
0f962b9a-a2c1-5ba9-93a7-3609e59f75a1,e0236c5f-9fec-5468-880b-640bec9a3358,2,Miscellaneous fruits
911f879d-e8c9-5b49-8994-3a720fa7d634,e0236c5f-9fec-5468-880b-640bec9a3358,2,Other fruit products (excluding beverages)
f3b140a6-414b-55d8-8437-7a37e09772ad,e0236c5f-9fec-5468-880b-640bec9a3358,2,Pome fruits
b275afee-1ddc-5879-a993-d0ad3fe115e8,e0236c5f-9fec-5468-880b-640bec9a3358,2,Stone fruits
386a6ef6-09ba-5655-b636-ae4dba9a0515,12a5b805-8050-56f2-a37a-097bbefcd8ea,2,Concentrated fruit juice
6e834874-ddde-59d5-ae61-151ce52f3bd9,12a5b805-8050-56f2-a37a-097bbefcd8ea,2,Fruit juice
c0d261de-414a-5439-9b3e-5d11d63ca082,12a5b805-8050-56f2-a37a-097bbefcd8ea,2,Fruit nectar
620fcc12-1c5b-5d2e-ad11-e9b506320a0e,12a5b805-8050-56f2-a37a-097bbefcd8ea,2,Mixed fruit and vegetable juice
f9bcacc3-ec3b-54f5-9f37-c919d69d55dc,12a5b805-8050-56f2-a37a-097bbefcd8ea,2,Mixed fruit juice
b90181dd-8347-50e0-afe4-81250bf3f29b,12a5b805-8050-56f2-a37a-097bbefcd8ea,2,Vegetable juice
dc819ed5-f7e0-51f7-a6ef-03017bbf41c5,5a8b9e50-c42d-5a99-9598-ae729def3f59,2,Bread and rolls
14176a14-0fff-5757-89a2-39c4571a7139,5a8b9e50-c42d-5a99-9598-ae729def3f59,2,Breakfast cereals
c694bfe8-dc9c-5496-a633-2e8374e3f777,5a8b9e50-c42d-5a99-9598-ae729def3f59,2,Fine bakery wares
03e4abec-bd68-517f-8c24-1037ebe75115,5a8b9e50-c42d-5a99-9598-ae729def3f59,2,Grain milling products
1e1d0a0f-a1f7-5413-81c3-334d88bc199a,5a8b9e50-c42d-5a99-9598-ae729def3f59,2,Grains for human consumption
55ffbeaf-7b1b-587e-ac86-b7f128600580,5a8b9e50-c42d-5a99-9598-ae729def3f59,2,Pasta (Raw)
7cf363e0-c966-55b1-926c-18bc2fa0e4b7,4b2f8f6f-444b-5043-979e-552df39037a7,2,Baking ingredients
1cc7c977-1b5d-5306-9933-2ddc299ad937,4b2f8f6f-444b-5043-979e-552df39037a7,2,Condiment
09b101aa-b945-5d4e-a0af-deb4238a10f2,4b2f8f6f-444b-5043-979e-552df39037a7,2,Dressing
a3da86d0-0570-5ed8-918e-244bdd014c76,4b2f8f6f-444b-5043-979e-552df39037a7,2,Flavourings or essences
9f98e0fa-ece1-540d-b32c-128f51993d77,4b2f8f6f-444b-5043-979e-552df39037a7,2,Herb and spice mixtures
c77e7e51-1254-596e-86e7-959a156242e7,4b2f8f6f-444b-5043-979e-552df39037a7,2,Herbs
eda8b7f4-4240-59f0-bf3f-9b0a22324b80,4b2f8f6f-444b-5043-979e-552df39037a7,2,Savoury sauces
c3432b9f-b83c-524c-9e42-aef732b4fa75,4b2f8f6f-444b-5043-979e-552df39037a7,2,Seasoning or extracts
4c684722-0fee-582f-877f-50359ef25254,4b2f8f6f-444b-5043-979e-552df39037a7,2,Spices
c639d49c-15c7-5825-b7d8-4765005e6503,cdfba7bd-3b7c-5387-b03e-1e36d3265f58,2,"Legumes, beans, dried"
0936718b-bdf4-5888-a93e-0afdb4d81aa5,cdfba7bd-3b7c-5387-b03e-1e36d3265f58,2,"Legumes, beans, green, without pods"
467447f9-4484-5574-924c-dfc124d92620,cdfba7bd-3b7c-5387-b03e-1e36d3265f58,2,Oilseeds
767913ad-afe5-5808-9392-13b928678c23,cdfba7bd-3b7c-5387-b03e-1e36d3265f58,2,Other seeds
0a778475-8e92-519e-bcda-2c02a0fd516d,cdfba7bd-3b7c-5387-b03e-1e36d3265f58,2,Tree nuts
b670eb05-6ea0-560e-b97e-e99ab502276c,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,"Edible offal, farmed animals"
38862325-903a-5c90-a407-4a7d95aaa21f,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,"Edible offal, game animals"
1fd5c63f-f772-5f65-b816-e78e38bc7c42,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,Game birds
a44a5788-c0bd-51bb-b7f3-47dd16e2be0f,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,Game mammals
630e0f1d-b1bb-59f7-b19e-280f48548722,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,Livestock meat
1cc52057-5c13-599d-926e-b5beb535377f,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,Meat imitates
894256de-b67e-5c4b-8c98-9c075dbafa43,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,Meat specialities
18a19ff3-cd95-526e-b49d-f0f164331891,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,Mixed meat
d2c7ed1d-c8c5-5d26-be45-7869771d6d54,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,"Pastes, pâtés and terrines"
9216e979-ed16-5497-b963-f707d343ba3d,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,Poultry
9da881a4-ff31-548f-9c8f-e87fd67983aa,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,Preserved meat
ac1ffc46-2ef5-5f03-a2c2-ef3aba1d5455,aa753be3-9452-5a22-bd46-0dab30ccd3c1,2,Sausages
1e419658-4d63-5c56-b066-8872836eb5e9,772d913e-bf93-5ce1-993f-87b1e839b51d,2,Cheese
6317c10c-48a3-54d4-9009-61c064461d2d,772d913e-bf93-5ce1-993f-87b1e839b51d,2,Concentrated milk
d8eb6802-633f-5c7e-a4b4-6f7b585f1d75,772d913e-bf93-5ce1-993f-87b1e839b51d,2,Cream and cream products
79d55e52-2a80-5e5d-8bc9-3d2020d844ae,772d913e-bf93-5ce1-993f-87b1e839b51d,2,Fermented milk products
6766f734-fa72-5b43-8aeb-108daaa93ecc,772d913e-bf93-5ce1-993f-87b1e839b51d,2,Liquid milk
86457463-d115-58f7-aaa6-6dfc7ad345c0,772d913e-bf93-5ce1-993f-87b1e839b51d,2,Milk and milk product imitates
77e80601-42e2-5aaa-acd2-fd1079174ab3,772d913e-bf93-5ce1-993f-87b1e839b51d,2,Milk based beverages
22f5885d-8434-56df-89e2-885b68232365,b660323b-a9d3-5ebb-b100-9bc9b5c57a79,2,Cocoa beverage
fe3eaaec-0928-5934-847d-95f8d93942cd,b660323b-a9d3-5ebb-b100-9bc9b5c57a79,2,Coffee (Beverage)
a6c19abd-e1b1-5ab8-8816-b2f6c05ba496,b660323b-a9d3-5ebb-b100-9bc9b5c57a79,2,Coffee imitates beverage
458d030e-4592-537b-aec8-dc33588eb337,b660323b-a9d3-5ebb-b100-9bc9b5c57a79,2,Energy drink
cce79a8e-8eae-5ee6-be2a-7af0a7a08459,b660323b-a9d3-5ebb-b100-9bc9b5c57a79,2,Soft drinks
87f95c22-1504-5c92-a8f0-2d1ee8df5466,b660323b-a9d3-5ebb-b100-9bc9b5c57a79,2,Tea (Infusion)
b06df40b-c007-560d-aa03-aeff9475df28,3b87e447-8e98-5f73-9514-6c790a366cb6,2,Dietary supplements
575ee2db-397d-5aa2-8f31-c8a185b8d862,3b87e447-8e98-5f73-9514-6c790a366cb6,2,Food for weight reduction
2825dbaa-bbd0-53c6-bd1e-d30679b51a69,df88a1b8-8bb8-5061-b616-fe62a01200cd,2,Ices and desserts
4c69140f-b5c1-59fc-a421-f8ad1a394a64,df88a1b8-8bb8-5061-b616-fe62a01200cd,2,Snack food
14954378-e6e5-5ed8-9482-e21de0c8c019,39015fd8-0e4b-59ff-9ca1-7a50799a7d82,2,Other starchy roots and tubers
c586380d-da3d-59f1-b17e-e36dbd3dae38,39015fd8-0e4b-59ff-9ca1-7a50799a7d82,2,Potatoes and potatoes products
83a28abf-2628-5048-92a1-58d37ed3d708,8c70bb8c-4791-5342-b858-c9ef55733081,2,Chocolate (Cocoa) products
482c19a2-0809-5e37-87c3-b9102f57cf81,8c70bb8c-4791-5342-b858-c9ef55733081,2,Confectionery (non-chocolate)
aa4da362-ecaa-5bb4-8222-84653d4932d3,8c70bb8c-4791-5342-b858-c9ef55733081,2,Dessert sauces
01e1ed25-a83b-57c5-be07-6fb6e25bd20d,8c70bb8c-4791-5342-b858-c9ef55733081,2,Honey
4be1cc4c-d9b1-55d4-b4bd-99b3f445ffb5,8c70bb8c-4791-5342-b858-c9ef55733081,2,Molasses and other syrups
e831362e-6240-5d54-9ecc-5c7c384bc98b,8c70bb8c-4791-5342-b858-c9ef55733081,2,Sugar substitutes
c518b4f0-9b16-5c4b-871c-bd9509e86e8a,8c70bb8c-4791-5342-b858-c9ef55733081,2,Sugars
098f16b9-1f50-51ab-96c8-b490e2f6791c,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Brassica vegetables
099db3bd-2162-5fda-93c3-5b3b018f4d0d,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Bulb vegetables
7d7cec0e-2c09-5b0b-8c50-643fcdf97a53,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Cocoa beans and cocoa products
0fc96ba5-2e99-50dd-9e48-21a7a7013eca,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Coffee beans and coffee products (Solid)
a92a73a1-df74-5394-b24a-f1eeae520988,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Coffee imitates (Solid)
e38dfa77-80fe-583f-87de-9c68002a6ee4,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Fruiting vegetables
e2672248-764f-59ba-8a6a-959fb1f2097a,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,"Fungi, wild, edible"
c5c268e9-c0b7-5bba-ac50-e070acc27dc1,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Leaf vegetables
61f44d00-e7e0-5397-98f9-fb4cd632cbdb,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Legume vegetables
85a4de6a-5fb4-5b75-8b1d-c96933e42420,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Root vegetables
77ece2d6-5532-585e-bafd-4d13346a04ea,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Sea weeds
ba061473-0e83-548d-acec-2fa521d1b955,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Stem vegetables (Fresh)
1bc7ca18-6ff2-5560-9b5c-cf95d6265cb8,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Sugar plants
8410b912-0b3e-574f-986b-a86c59b91748,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Tea and herbs for infusions (Solid)
20e88f8a-bd21-5e0e-9f82-1dbeb7572f27,d718d975-0ecd-54fe-a119-c0e05d99d8e2,2,Vegetable products
da753992-7ecf-5e04-9ae6-8214aed2f7c4,6cb1940e-089b-550c-994b-967a2838a1c6,3,Cocktail drink
c3891750-8f98-5193-8b74-06fe453e8361,6cb1940e-089b-550c-994b-967a2838a1c6,3,Punch
94e963ba-e490-59a6-947c-577a4d5b17de,be08644d-074f-5f3a-9efe-76fd98dd9352,3,Beer with limonade 1/1
405cbb4c-92db-5e0b-9647-52d79a6e8858,be08644d-074f-5f3a-9efe-76fd98dd9352,3,"Beer, alcohol-free"
3bf71d24-7db7-5be7-80fc-de05ffed9a3a,be08644d-074f-5f3a-9efe-76fd98dd9352,3,"Beer, light (reduced alcohol content)"
ef317323-ff71-5f4e-ad01-4855d3b4a7ed,be08644d-074f-5f3a-9efe-76fd98dd9352,3,"Beer, regular"
3fbafc3e-d18e-5f73-8947-067014ec8460,be08644d-074f-5f3a-9efe-76fd98dd9352,3,"Beer, strong"
4201c3c5-b9bd-5a66-a498-448e82ebd268,71a51932-46c6-5ac5-9664-416aa6d0314e,3,Fruit liqueur
9120735a-f609-5a8e-9481-3a40a8390fa8,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,3,Alcohol 90 - 95°
ecda7ba2-db85-5146-abb5-718aca650681,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,3,Brandy
11a600cb-35eb-531a-b3a4-bc1d50af315d,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,3,Gin
60f43c4c-f555-548e-87b6-1702b1bca3b2,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,3,Rum
90880c10-e3a6-58a1-aeff-f900ec058a4f,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,3,Spirits made from fruits
c8f50e3e-4ad8-52cd-80d7-653d45e6005a,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,3,Spirits made from vegetables (Tequila)
6e2417c5-ef2a-5b69-ac10-7a198804372a,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,3,Vodka and vodka-like spirits
154c117f-3b1f-555f-89d3-69e98fd09883,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,3,Whisky
0afef90b-a040-5ca1-8080-5a356e9cae93,7442da53-9c7d-577e-9ad7-410bee197b1e,3,"Wine, red"
a158aa57-5172-5530-bdb1-1a885aa9bd83,7442da53-9c7d-577e-9ad7-410bee197b1e,3,"Wine, white"
73bb22f7-0105-5be4-86a0-7b34be672358,7442da53-9c7d-577e-9ad7-410bee197b1e,3,"Wine, white, sparkling"
1f5379d5-8ccf-53f6-8191-bcb0382a16e5,57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,3,Cider
155f6e92-22f9-5694-b94d-e842edb7500d,57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,3,Perry
b2ec349d-f6ca-5fea-994d-40f5f8dc5233,305f942e-780e-5e9a-b83c-c3bf6aac4da2,3,Animal fat
29fa8f63-522b-5020-b2f4-51d79cf91e0a,305f942e-780e-5e9a-b83c-c3bf6aac4da2,3,Butter
ed8058a5-ae04-5afd-95d8-2222adddb03d,305f942e-780e-5e9a-b83c-c3bf6aac4da2,3,Butter oil
d0027e1c-2900-52a9-af84-3c250adc0266,305f942e-780e-5e9a-b83c-c3bf6aac4da2,3,Chicken fat
ec34156c-d09f-5380-b938-2640e4e96839,305f942e-780e-5e9a-b83c-c3bf6aac4da2,3,Duck fat
99ef638a-5546-56c9-a383-89fe2e3e9e37,305f942e-780e-5e9a-b83c-c3bf6aac4da2,3,Goose fat
ae3e2521-cb02-5acc-9152-1fbbe55b8eec,305f942e-780e-5e9a-b83c-c3bf6aac4da2,3,Pork lard (Schmaltz)
c75dc9a4-dcc3-5cca-bd7b-9e3a714f7a26,305f942e-780e-5e9a-b83c-c3bf6aac4da2,3,Turkey fat
96e3955b-2a6e-5be6-b02d-99bb7b75b23f,84d748e6-afb6-5fd2-ad3e-5da242b4db83,3,Cod liver oil
6194ffe2-da0b-519c-b962-5e3f704e45ed,84d748e6-afb6-5fd2-ad3e-5da242b4db83,3,Herring oil
0ec3d1f1-9b5a-5b95-9fa6-141aff78c52e,06ce4e90-4c18-5c6a-81ed-69439d70eb70,3,Fat emulsions
dae812be-dca7-56ef-9249-f1cba7208f2c,06ce4e90-4c18-5c6a-81ed-69439d70eb70,3,Margarine with other ingredients
dabf7898-23ae-5951-84d8-90a1c445cb69,06ce4e90-4c18-5c6a-81ed-69439d70eb70,3,"Margarine, low fat"
36cf9689-b6fa-5435-a7ec-078e2c1cde49,06ce4e90-4c18-5c6a-81ed-69439d70eb70,3,"Margarine, normal fat"
dadc96c3-84aa-511a-827a-0c69e036713f,5bdf0653-4e33-595a-b189-d26137596c1a,3,Cocoa butter
7d60b0f4-60b8-5a06-8f8c-65be44924e41,5bdf0653-4e33-595a-b189-d26137596c1a,3,Coconut fat
1c1d4d27-e1bb-52bc-bff5-583c99d4c80e,5bdf0653-4e33-595a-b189-d26137596c1a,3,Peanuts butter
0256ab06-58da-5de8-8c8a-b0d14e213f8c,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Coconut oil
7dbe2d32-aa56-58b3-8332-023cedc57c2f,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Corn oil
cfb3da80-5ae7-5af5-a66f-d522bf6f7f16,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Cottonseed oil
3fe90872-82a3-51ca-a075-74f5d18933cd,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Grape seed oil
40d3854f-f0a5-54c4-9444-1b1d4f8d9a84,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Linseed oil
44b30bbc-83c7-5dc3-886c-2ef17f38b428,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,"Oil, frying, blend"
6483dacb-4a66-5f74-b790-ca41eda639c1,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Olive oil
47e6fb20-f861-5fc9-8f8e-6408056277b4,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Palm oil
41cb8c06-5f55-51e3-af8e-19f9ff64df78,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Peanut oil
57baeb27-9242-5598-a0f0-c5bb31e720d5,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Rapeseed oil
fc111153-1a57-5666-86d5-f5795a05984e,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Sesame oil
7309ff58-25b9-53f8-b7e0-52bebda138cd,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Soybean oil
be7cc073-ec42-5ae8-9b06-aec0764776d8,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Sunflower oil
51d003c2-614d-5c5d-822b-d9975bab2d7f,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Vegetable oil
c2d00545-7b34-57cf-b6f9-f55dce68b86a,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3,Walnut oil
38ae980d-fcc0-593d-a654-01b97103c20b,e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,3,Beans and meat meal
fce124d8-012e-5c93-8e63-b43da04bd3b6,e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,3,Beans and vegetables meal
df92a08b-c189-542b-8740-0c833f2a01d5,c91c0cbf-9b34-5cb2-88f9-ca5937963928,3,Grain patties
e28d343b-3bc3-504e-981d-b09f7050ca0e,c91c0cbf-9b34-5cb2-88f9-ca5937963928,3,"Pasta, cooked"
24e79954-fb38-519a-8240-af619d1c1eeb,c91c0cbf-9b34-5cb2-88f9-ca5937963928,3,Pizza and pizza-like pies
909dba02-f119-51ca-a3d9-dd70963269ab,c91c0cbf-9b34-5cb2-88f9-ca5937963928,3,Sandwich and sandwich-like meal
5e7e9766-5dba-5bc1-938c-d780fe84f8af,28b0d572-aa4e-5de7-b620-6ae9cb6cab9e,3,Fried eggs
b7e54015-dbf7-50ff-9a20-2334be2d3299,28b0d572-aa4e-5de7-b620-6ae9cb6cab9e,3,Omelette with bacon
4bf77835-cb5d-568c-afb1-ad1f09810752,28b0d572-aa4e-5de7-b620-6ae9cb6cab9e,3,Omelette with cheese
2344099b-88d1-5229-bdca-1e92b9402f62,28b0d572-aa4e-5de7-b620-6ae9cb6cab9e,3,Omelette with mushrooms
71d9eca4-01b7-5020-a9c4-17474c63d94d,28b0d572-aa4e-5de7-b620-6ae9cb6cab9e,3,Omelette with vegetables
4fc2cc50-eaeb-5213-bea1-2fc6383bd7e7,28b0d572-aa4e-5de7-b620-6ae9cb6cab9e,3,"Omelette, plain"
e364f580-ea55-5bdc-b5e0-eabf3ac7178c,28b0d572-aa4e-5de7-b620-6ae9cb6cab9e,3,Poached eggs
46d6b61d-1c57-54f5-af6e-23c09e13d315,2e62310c-5778-5861-96cd-1a95e53e044e,3,Fish and rice meal
74a52fd1-4b83-584f-b172-2b714c76d29d,2e62310c-5778-5861-96cd-1a95e53e044e,3,Fish and vegetables meal
8cd4edac-44b0-55d5-8e8e-89e732b88caf,2e62310c-5778-5861-96cd-1a95e53e044e,3,Fish gratin
548b29c5-e424-51e9-a99a-3a896cfaea29,2e62310c-5778-5861-96cd-1a95e53e044e,3,Salmon en croute
fca4932f-f689-54d4-936f-c4d578980b8d,2e62310c-5778-5861-96cd-1a95e53e044e,3,Seafood-based meals
942551b9-5760-5454-a513-11b388c5d56b,2e62310c-5778-5861-96cd-1a95e53e044e,3,Sushi
98836b76-b05d-505e-8c93-50a6624947f1,b34520b6-8f5a-591a-83b8-dbce1961baac,3,Cordon bleu
76f716c7-4a34-5ced-998f-794d04e2d0be,b34520b6-8f5a-591a-83b8-dbce1961baac,3,Meat balls
dae4d700-9c24-5d61-83db-1136a282a160,b34520b6-8f5a-591a-83b8-dbce1961baac,3,Meat burger
