from_category_id,to_category_id,degree
be08644d-074f-5f3a-9efe-76fd98dd9352,b90181dd-8347-50e0-afe4-81250bf3f29b,3
be08644d-074f-5f3a-9efe-76fd98dd9352,6766f734-fa72-5b43-8aeb-108daaa93ecc,1
be08644d-074f-5f3a-9efe-76fd98dd9352,86457463-d115-58f7-aaa6-6dfc7ad345c0,1
be08644d-074f-5f3a-9efe-76fd98dd9352,77e80601-42e2-5aaa-acd2-fd1079174ab3,1
be08644d-074f-5f3a-9efe-76fd98dd9352,22f5885d-8434-56df-89e2-885b68232365,1
be08644d-074f-5f3a-9efe-76fd98dd9352,fe3eaaec-0928-5934-847d-95f8d93942cd,1
be08644d-074f-5f3a-9efe-76fd98dd9352,a6c19abd-e1b1-5ab8-8816-b2f6c05ba496,1
be08644d-074f-5f3a-9efe-76fd98dd9352,458d030e-4592-537b-aec8-dc33588eb337,2
be08644d-074f-5f3a-9efe-76fd98dd9352,cce79a8e-8eae-5ee6-be2a-7af0a7a08459,2
be08644d-074f-5f3a-9efe-76fd98dd9352,87f95c22-1504-5c92-a8f0-2d1ee8df5466,1
be08644d-074f-5f3a-9efe-76fd98dd9352,0fc96ba5-2e99-50dd-9e48-21a7a7013eca,1
be08644d-074f-5f3a-9efe-76fd98dd9352,a92a73a1-df74-5394-b24a-f1eeae520988,1
be08644d-074f-5f3a-9efe-76fd98dd9352,8410b912-0b3e-574f-986b-a86c59b91748,1
71a51932-46c6-5ac5-9664-416aa6d0314e,6cb1940e-089b-550c-994b-967a2838a1c6,4
71a51932-46c6-5ac5-9664-416aa6d0314e,be08644d-074f-5f3a-9efe-76fd98dd9352,4
71a51932-46c6-5ac5-9664-416aa6d0314e,71a51932-46c6-5ac5-9664-416aa6d0314e,5
71a51932-46c6-5ac5-9664-416aa6d0314e,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,5
71a51932-46c6-5ac5-9664-416aa6d0314e,7442da53-9c7d-577e-9ad7-410bee197b1e,4
71a51932-46c6-5ac5-9664-416aa6d0314e,57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,4
71a51932-46c6-5ac5-9664-416aa6d0314e,4f4b0751-5cfe-5a43-9362-8c7dba59b36c,2
71a51932-46c6-5ac5-9664-416aa6d0314e,df1d48cd-df3a-5628-a040-6778bf13622b,2
71a51932-46c6-5ac5-9664-416aa6d0314e,386a6ef6-09ba-5655-b636-ae4dba9a0515,3
71a51932-46c6-5ac5-9664-416aa6d0314e,6e834874-ddde-59d5-ae61-151ce52f3bd9,3
71a51932-46c6-5ac5-9664-416aa6d0314e,c0d261de-414a-5439-9b3e-5d11d63ca082,3
71a51932-46c6-5ac5-9664-416aa6d0314e,620fcc12-1c5b-5d2e-ad11-e9b506320a0e,3
71a51932-46c6-5ac5-9664-416aa6d0314e,f9bcacc3-ec3b-54f5-9f37-c919d69d55dc,3
71a51932-46c6-5ac5-9664-416aa6d0314e,b90181dd-8347-50e0-afe4-81250bf3f29b,3
71a51932-46c6-5ac5-9664-416aa6d0314e,6766f734-fa72-5b43-8aeb-108daaa93ecc,1
71a51932-46c6-5ac5-9664-416aa6d0314e,86457463-d115-58f7-aaa6-6dfc7ad345c0,1
71a51932-46c6-5ac5-9664-416aa6d0314e,77e80601-42e2-5aaa-acd2-fd1079174ab3,1
71a51932-46c6-5ac5-9664-416aa6d0314e,22f5885d-8434-56df-89e2-885b68232365,1
71a51932-46c6-5ac5-9664-416aa6d0314e,fe3eaaec-0928-5934-847d-95f8d93942cd,1
71a51932-46c6-5ac5-9664-416aa6d0314e,a6c19abd-e1b1-5ab8-8816-b2f6c05ba496,1
71a51932-46c6-5ac5-9664-416aa6d0314e,458d030e-4592-537b-aec8-dc33588eb337,2
71a51932-46c6-5ac5-9664-416aa6d0314e,cce79a8e-8eae-5ee6-be2a-7af0a7a08459,2
71a51932-46c6-5ac5-9664-416aa6d0314e,87f95c22-1504-5c92-a8f0-2d1ee8df5466,1
71a51932-46c6-5ac5-9664-416aa6d0314e,0fc96ba5-2e99-50dd-9e48-21a7a7013eca,1
71a51932-46c6-5ac5-9664-416aa6d0314e,a92a73a1-df74-5394-b24a-f1eeae520988,1
71a51932-46c6-5ac5-9664-416aa6d0314e,8410b912-0b3e-574f-986b-a86c59b91748,1
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,6cb1940e-089b-550c-994b-967a2838a1c6,4
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,be08644d-074f-5f3a-9efe-76fd98dd9352,4
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,71a51932-46c6-5ac5-9664-416aa6d0314e,5
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,5
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,7442da53-9c7d-577e-9ad7-410bee197b1e,4
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,4
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,4f4b0751-5cfe-5a43-9362-8c7dba59b36c,2
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,df1d48cd-df3a-5628-a040-6778bf13622b,2
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,386a6ef6-09ba-5655-b636-ae4dba9a0515,3
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,6e834874-ddde-59d5-ae61-151ce52f3bd9,3
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,c0d261de-414a-5439-9b3e-5d11d63ca082,3
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,620fcc12-1c5b-5d2e-ad11-e9b506320a0e,3
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,f9bcacc3-ec3b-54f5-9f37-c919d69d55dc,3
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,b90181dd-8347-50e0-afe4-81250bf3f29b,3
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,6766f734-fa72-5b43-8aeb-108daaa93ecc,1
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,86457463-d115-58f7-aaa6-6dfc7ad345c0,1
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,77e80601-42e2-5aaa-acd2-fd1079174ab3,1
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,22f5885d-8434-56df-89e2-885b68232365,1
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,fe3eaaec-0928-5934-847d-95f8d93942cd,1
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,a6c19abd-e1b1-5ab8-8816-b2f6c05ba496,1
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,458d030e-4592-537b-aec8-dc33588eb337,2
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,cce79a8e-8eae-5ee6-be2a-7af0a7a08459,2
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,87f95c22-1504-5c92-a8f0-2d1ee8df5466,1
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,0fc96ba5-2e99-50dd-9e48-21a7a7013eca,1
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,a92a73a1-df74-5394-b24a-f1eeae520988,1
d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,8410b912-0b3e-574f-986b-a86c59b91748,1
7442da53-9c7d-577e-9ad7-410bee197b1e,6cb1940e-089b-550c-994b-967a2838a1c6,5
7442da53-9c7d-577e-9ad7-410bee197b1e,be08644d-074f-5f3a-9efe-76fd98dd9352,5
7442da53-9c7d-577e-9ad7-410bee197b1e,71a51932-46c6-5ac5-9664-416aa6d0314e,4
7442da53-9c7d-577e-9ad7-410bee197b1e,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,4
7442da53-9c7d-577e-9ad7-410bee197b1e,7442da53-9c7d-577e-9ad7-410bee197b1e,5
7442da53-9c7d-577e-9ad7-410bee197b1e,57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,5
7442da53-9c7d-577e-9ad7-410bee197b1e,4f4b0751-5cfe-5a43-9362-8c7dba59b36c,2
7442da53-9c7d-577e-9ad7-410bee197b1e,df1d48cd-df3a-5628-a040-6778bf13622b,2
7442da53-9c7d-577e-9ad7-410bee197b1e,386a6ef6-09ba-5655-b636-ae4dba9a0515,3
7442da53-9c7d-577e-9ad7-410bee197b1e,6e834874-ddde-59d5-ae61-151ce52f3bd9,3
7442da53-9c7d-577e-9ad7-410bee197b1e,c0d261de-414a-5439-9b3e-5d11d63ca082,3
7442da53-9c7d-577e-9ad7-410bee197b1e,620fcc12-1c5b-5d2e-ad11-e9b506320a0e,3
7442da53-9c7d-577e-9ad7-410bee197b1e,f9bcacc3-ec3b-54f5-9f37-c919d69d55dc,3
7442da53-9c7d-577e-9ad7-410bee197b1e,b90181dd-8347-50e0-afe4-81250bf3f29b,3
7442da53-9c7d-577e-9ad7-410bee197b1e,6766f734-fa72-5b43-8aeb-108daaa93ecc,1
7442da53-9c7d-577e-9ad7-410bee197b1e,86457463-d115-58f7-aaa6-6dfc7ad345c0,1
7442da53-9c7d-577e-9ad7-410bee197b1e,77e80601-42e2-5aaa-acd2-fd1079174ab3,1
7442da53-9c7d-577e-9ad7-410bee197b1e,22f5885d-8434-56df-89e2-885b68232365,1
7442da53-9c7d-577e-9ad7-410bee197b1e,fe3eaaec-0928-5934-847d-95f8d93942cd,1
7442da53-9c7d-577e-9ad7-410bee197b1e,a6c19abd-e1b1-5ab8-8816-b2f6c05ba496,1
7442da53-9c7d-577e-9ad7-410bee197b1e,458d030e-4592-537b-aec8-dc33588eb337,2
7442da53-9c7d-577e-9ad7-410bee197b1e,cce79a8e-8eae-5ee6-be2a-7af0a7a08459,2
7442da53-9c7d-577e-9ad7-410bee197b1e,87f95c22-1504-5c92-a8f0-2d1ee8df5466,1
7442da53-9c7d-577e-9ad7-410bee197b1e,0fc96ba5-2e99-50dd-9e48-21a7a7013eca,1
7442da53-9c7d-577e-9ad7-410bee197b1e,a92a73a1-df74-5394-b24a-f1eeae520988,1
7442da53-9c7d-577e-9ad7-410bee197b1e,8410b912-0b3e-574f-986b-a86c59b91748,1
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,6cb1940e-089b-550c-994b-967a2838a1c6,5
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,be08644d-074f-5f3a-9efe-76fd98dd9352,5
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,71a51932-46c6-5ac5-9664-416aa6d0314e,4
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,d0b7e504-f9c6-5ce6-8fe9-c129f6b67cea,4
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,7442da53-9c7d-577e-9ad7-410bee197b1e,5
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,5
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,4f4b0751-5cfe-5a43-9362-8c7dba59b36c,2
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,df1d48cd-df3a-5628-a040-6778bf13622b,2
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,386a6ef6-09ba-5655-b636-ae4dba9a0515,3
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,6e834874-ddde-59d5-ae61-151ce52f3bd9,3
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,c0d261de-414a-5439-9b3e-5d11d63ca082,3
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,620fcc12-1c5b-5d2e-ad11-e9b506320a0e,3
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,f9bcacc3-ec3b-54f5-9f37-c919d69d55dc,3
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,b90181dd-8347-50e0-afe4-81250bf3f29b,3
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,6766f734-fa72-5b43-8aeb-108daaa93ecc,1
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,86457463-d115-58f7-aaa6-6dfc7ad345c0,1
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,77e80601-42e2-5aaa-acd2-fd1079174ab3,1
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,22f5885d-8434-56df-89e2-885b68232365,1
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,fe3eaaec-0928-5934-847d-95f8d93942cd,1
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,a6c19abd-e1b1-5ab8-8816-b2f6c05ba496,1
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,458d030e-4592-537b-aec8-dc33588eb337,2
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,cce79a8e-8eae-5ee6-be2a-7af0a7a08459,2
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,87f95c22-1504-5c92-a8f0-2d1ee8df5466,1
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,0fc96ba5-2e99-50dd-9e48-21a7a7013eca,1
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,a92a73a1-df74-5394-b24a-f1eeae520988,1
57d1d8bd-114a-5579-b4e4-9f9f16b6dac1,8410b912-0b3e-574f-986b-a86c59b91748,1
305f942e-780e-5e9a-b83c-c3bf6aac4da2,305f942e-780e-5e9a-b83c-c3bf6aac4da2,5
305f942e-780e-5e9a-b83c-c3bf6aac4da2,84d748e6-afb6-5fd2-ad3e-5da242b4db83,3
305f942e-780e-5e9a-b83c-c3bf6aac4da2,06ce4e90-4c18-5c6a-81ed-69439d70eb70,5
305f942e-780e-5e9a-b83c-c3bf6aac4da2,5bdf0653-4e33-595a-b189-d26137596c1a,5
305f942e-780e-5e9a-b83c-c3bf6aac4da2,bda11d26-d01c-50c3-8f8b-7b6128c68da1,4
84d748e6-afb6-5fd2-ad3e-5da242b4db83,305f942e-780e-5e9a-b83c-c3bf6aac4da2,3
84d748e6-afb6-5fd2-ad3e-5da242b4db83,84d748e6-afb6-5fd2-ad3e-5da242b4db83,5
84d748e6-afb6-5fd2-ad3e-5da242b4db83,06ce4e90-4c18-5c6a-81ed-69439d70eb70,3
84d748e6-afb6-5fd2-ad3e-5da242b4db83,5bdf0653-4e33-595a-b189-d26137596c1a,3
84d748e6-afb6-5fd2-ad3e-5da242b4db83,bda11d26-d01c-50c3-8f8b-7b6128c68da1,3
06ce4e90-4c18-5c6a-81ed-69439d70eb70,305f942e-780e-5e9a-b83c-c3bf6aac4da2,5
06ce4e90-4c18-5c6a-81ed-69439d70eb70,84d748e6-afb6-5fd2-ad3e-5da242b4db83,3
06ce4e90-4c18-5c6a-81ed-69439d70eb70,06ce4e90-4c18-5c6a-81ed-69439d70eb70,5
06ce4e90-4c18-5c6a-81ed-69439d70eb70,5bdf0653-4e33-595a-b189-d26137596c1a,5
06ce4e90-4c18-5c6a-81ed-69439d70eb70,bda11d26-d01c-50c3-8f8b-7b6128c68da1,4
5bdf0653-4e33-595a-b189-d26137596c1a,305f942e-780e-5e9a-b83c-c3bf6aac4da2,5
5bdf0653-4e33-595a-b189-d26137596c1a,84d748e6-afb6-5fd2-ad3e-5da242b4db83,3
5bdf0653-4e33-595a-b189-d26137596c1a,06ce4e90-4c18-5c6a-81ed-69439d70eb70,5
5bdf0653-4e33-595a-b189-d26137596c1a,5bdf0653-4e33-595a-b189-d26137596c1a,5
5bdf0653-4e33-595a-b189-d26137596c1a,bda11d26-d01c-50c3-8f8b-7b6128c68da1,4
bda11d26-d01c-50c3-8f8b-7b6128c68da1,305f942e-780e-5e9a-b83c-c3bf6aac4da2,4
bda11d26-d01c-50c3-8f8b-7b6128c68da1,84d748e6-afb6-5fd2-ad3e-5da242b4db83,3
bda11d26-d01c-50c3-8f8b-7b6128c68da1,06ce4e90-4c18-5c6a-81ed-69439d70eb70,4
bda11d26-d01c-50c3-8f8b-7b6128c68da1,5bdf0653-4e33-595a-b189-d26137596c1a,4
bda11d26-d01c-50c3-8f8b-7b6128c68da1,bda11d26-d01c-50c3-8f8b-7b6128c68da1,5
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,5
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,c91c0cbf-9b34-5cb2-88f9-ca5937963928,4
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,28b0d572-aa4e-5de7-b620-6ae9cb6cab9e,4
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,2e62310c-5778-5861-96cd-1a95e53e044e,4
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,b34520b6-8f5a-591a-83b8-dbce1961baac,4
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,784c6b4f-efcf-581a-8fc5-075ec33f4065,4
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,41fbc688-c61e-5d88-894c-a1ba8c9030cc,4
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,740f372f-3c34-5462-9834-bd152faacd83,3
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,ddf9c247-5ec0-57fb-a41d-c9cf7546e2d8,4
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,71ddb23f-c0c9-5706-afe4-0c0e61e23113,4
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,dc819ed5-f7e0-51f7-a6ef-03017bbf41c5,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,1e1d0a0f-a1f7-5413-81c3-334d88bc199a,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,55ffbeaf-7b1b-587e-ac86-b7f128600580,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,c639d49c-15c7-5825-b7d8-4765005e6503,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,0936718b-bdf4-5888-a93e-0afdb4d81aa5,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,b670eb05-6ea0-560e-b97e-e99ab502276c,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,38862325-903a-5c90-a407-4a7d95aaa21f,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,1fd5c63f-f772-5f65-b816-e78e38bc7c42,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,a44a5788-c0bd-51bb-b7f3-47dd16e2be0f,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,630e0f1d-b1bb-59f7-b19e-280f48548722,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,1cc52057-5c13-599d-926e-b5beb535377f,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,894256de-b67e-5c4b-8c98-9c075dbafa43,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,18a19ff3-cd95-526e-b49d-f0f164331891,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,d2c7ed1d-c8c5-5d26-be45-7869771d6d54,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,9216e979-ed16-5497-b963-f707d343ba3d,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,9da881a4-ff31-548f-9c8f-e87fd67983aa,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,ac1ffc46-2ef5-5f03-a2c2-ef3aba1d5455,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,1e419658-4d63-5c56-b066-8872836eb5e9,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,575ee2db-397d-5aa2-8f31-c8a185b8d862,3
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,4c69140f-b5c1-59fc-a421-f8ad1a394a64,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,14954378-e6e5-5ed8-9482-e21de0c8c019,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,c586380d-da3d-59f1-b17e-e36dbd3dae38,2
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,098f16b9-1f50-51ab-96c8-b490e2f6791c,1
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,099db3bd-2162-5fda-93c3-5b3b018f4d0d,1
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,e38dfa77-80fe-583f-87de-9c68002a6ee4,1
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,e2672248-764f-59ba-8a6a-959fb1f2097a,1
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,c5c268e9-c0b7-5bba-ac50-e070acc27dc1,1
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,61f44d00-e7e0-5397-98f9-fb4cd632cbdb,1
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,85a4de6a-5fb4-5b75-8b1d-c96933e42420,1
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,77ece2d6-5532-585e-bafd-4d13346a04ea,1
e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,ba061473-0e83-548d-acec-2fa521d1b955,1
c91c0cbf-9b34-5cb2-88f9-ca5937963928,e43a37b9-d86e-50bf-90c1-20b4c0cffbe0,4
c91c0cbf-9b34-5cb2-88f9-ca5937963928,c91c0cbf-9b34-5cb2-88f9-ca5937963928,5
c91c0cbf-9b34-5cb2-88f9-ca5937963928,28b0d572-aa4e-5de7-b620-6ae9cb6cab9e,4
c91c0cbf-9b34-5cb2-88f9-ca5937963928,2e62310c-5778-5861-96cd-1a95e53e044e,4
c91c0cbf-9b34-5cb2-88f9-ca5937963928,b34520b6-8f5a-591a-83b8-dbce1961baac,4
c91c0cbf-9b34-5cb2-88f9-ca5937963928,784c6b4f-efcf-581a-8fc5-075ec33f4065,4
c91c0cbf-9b34-5cb2-88f9-ca5937963928,41fbc688-c61e-5d88-894c-a1ba8c9030cc,3
c91c0cbf-9b34-5cb2-88f9-ca5937963928,740f372f-3c34-5462-9834-bd152faacd83,3
c91c0cbf-9b34-5cb2-88f9-ca5937963928,ddf9c247-5ec0-57fb-a41d-c9cf7546e2d8,4
c91c0cbf-9b34-5cb2-88f9-ca5937963928,71ddb23f-c0c9-5706-afe4-0c0e61e23113,4
c91c0cbf-9b34-5cb2-88f9-ca5937963928,dc819ed5-f7e0-51f7-a6ef-03017bbf41c5,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,1e1d0a0f-a1f7-5413-81c3-334d88bc199a,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,55ffbeaf-7b1b-587e-ac86-b7f128600580,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,c639d49c-15c7-5825-b7d8-4765005e6503,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,0936718b-bdf4-5888-a93e-0afdb4d81aa5,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,b670eb05-6ea0-560e-b97e-e99ab502276c,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,38862325-903a-5c90-a407-4a7d95aaa21f,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,1fd5c63f-f772-5f65-b816-e78e38bc7c42,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,a44a5788-c0bd-51bb-b7f3-47dd16e2be0f,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,630e0f1d-b1bb-59f7-b19e-280f48548722,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,1cc52057-5c13-599d-926e-b5beb535377f,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,894256de-b67e-5c4b-8c98-9c075dbafa43,2
c91c0cbf-9b34-5cb2-88f9-ca5937963928,18a19ff3-cd95-526e-b49d-f0f164331891,2
