id,lang,term,canonical_en,description,category_hint_l1,category_hint_l2,category_hint_l3
25b3c363-e6c8-5357-8a79-8a1fab6423de,lt,Žuvies piršteliai,fish fingers,breaded batons of fish,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish products,Fish fingers
adeae3d4-f3a5-5fd6-95c6-027cf990b4c3,lt,Maltinukai,patties,small patties of minced fish or meat,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish products,
c66c94ae-b5e5-5d4e-8544-d8d1c17e36bc,lt,Papilvės,belly flaps,"the belly flaps of a fish, the fattest part","Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish meat,
a9486b6c-9b58-536f-bb50-4aa6cc2c8099,lt,Nugarkauliai,backbones,"the backbone of a fish, sold with the meat left on it","Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish meat,
97b78ed9-8815-5c8e-93e4-914715c044a6,lt,Konservai,canned food,canned food,,,
c9f8e8f0-4398-5ca6-963c-5d02ed254742,lt,Gabaliukai,pieces,pieces,,,
ca598588-f92c-5418-a25b-4323e09fae3e,lt,Tunai,tuna (plural),tuna,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish meat,Tuna (Thunnus)
4c6819af-4b01-5e23-8c52-5f368b4a0cfb,lt,Tunų,tuna (of tunas),"the genitive plural of tunas, tuna","Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish meat,Tuna (Thunnus)
a5a2696e-7e6a-5a18-a559-6e9bf0c86fc3,lt,Lašišų,salmon (of salmons),"the genitive plural of lašiša, salmon","Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish meat,Salmon and trout (Salmo spp.)
c32e1acf-81b7-5ada-9bd2-c4bdc65b8af0,lt,Lašišiena,salmon meat,the meat of salmon,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish meat,Salmon and trout (Salmo spp.)
7c2697c7-4a37-5f42-b58f-9517d48e08ae,lt,Silkių,herring (of herrings),"the genitive plural of silkė, herring","Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish meat,Herring (Clupea)
89e746d1-d211-540c-961e-6161c8c49c99,lt,Šamų,catfish (of catfishes),"the genitive plural of šamas, catfish","Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish meat,
b7790428-baa2-52a8-81bd-89536d9ef309,lt,Dorados,seabream (of seabream),"the genitive of dorada, the gilthead seabream","Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish meat,
4e42612d-e7b1-5da8-aafd-f2bfaaed175b,lt,Vilkešeriai,seabass,European seabass,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish meat,Bass (Marone)
0a986b32-0d73-50f9-9d8f-151f3e91f6a5,lt,Uodegėlės,tails,"the tails of prawns, the part that is eaten","Fish and other seafood (including amphibians, reptiles, snails and insects)",Crustaceans,
860ac766-5fc4-5eed-9417-0e241a39c20b,lt,Čiuptuvai,tentacles,tentacles of squid or octopus,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Water molluscs,
d4ef3997-eebb-55c8-a650-792424527643,lt,Galvakojų čiuptuvai,squid tentacles,the tentacles of squid,"Fish and other seafood (including amphibians, reptiles, snails and insects)",Water molluscs,Squid (Loligo vulgaris)
f5e3fa38-6031-54fa-bcf1-b2e060df181c,lt,Jūros kopūstai,sea cabbage,"sea cabbage, an edible kelp: seaweed, not a cabbage",Vegetables and vegetable products (including fungi),Sea weeds,
e1a9a17c-4ab9-57f7-b588-992a3c233bad,lt,Jūros gėrybių,seafood (of seafood),"the genitive of jūros gėrybės, seafood","Fish and other seafood (including amphibians, reptiles, snails and insects)",,
5a50b3d7-520c-55c9-9772-e8bf9a64fdaf,lt,Jūrų gėrybių,seafood (of seafood),"a variant genitive of jūros gėrybės, seafood","Fish and other seafood (including amphibians, reptiles, snails and insects)",,
09e5bad5-46fa-599e-be4c-83081c35bf76,lt,Nugara,back,"the back of a fish, the loin","Fish and other seafood (including amphibians, reptiles, snails and insects)",Fish meat,
